,target instance,closest counterfactual,runtime,dataset_name,text_method,model_name,vectorizer,not find,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert
0,a dream that survived life in a war zone and life on the streets - the new york times,a harmony that survived life in a war libby and life on the streets - the new york times,29.8011052608,fake,counterfactualgan,dnn_256,,18,harmony survive life war libby life street new york time,jew shielder gavin mccuck rekt jew hate female shitlord,0.1824812567956288,0.9837140171533328,2,0.6966454982757568,19,0.1824667155742645
1,detect negative energies and malicious entities haunting you with a glass of water,- maryland cork and how nightclub frontman you with a predators of water,29.8011052608,fake,counterfactualgan,dnn_256,,41,maryland cork nightclub frontman predator water,gorka smite hater radical islamist jerusalem post speech breitbart,0.1589469821195844,0.7911435521920955,7,0.37397369742393494,13,0.1093742549419403
2,jury to weigh if pulse shooter ’ s widow is a monster or just married one,kenya tobro if plants shooter ’ s home is a directing or just fiery one,29.8011052608,fake,counterfactualgan,dnn_256,,41,kenya tobro plant shooter s home directing fiery,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0931260600000833,0.9034234536485718,7,0.2743338346481323,15,-0.0521221458911895
3,getty mixed up mark zuckerberg' s executive assistant with priscilla chan,gettine assistants up mark zuckerberg' s executive assistant with hillary chan,29.8011052608,fake,counterfactualgan,dnn_256,,42,gettine assistant mark zuckerberg s executive assistant hillary chan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2321506204741931,0.9185163423839696,3,0.8103762269020081,11,0.040008570998907
4,a saucy meme made 41 - year - old fleetwood mac song' dreams' climb the charts,a intends stirredy meme madeagi - year - old' mac song' creating' ' the times,29.8011052608,fake,counterfactualgan,dnn_256,,42,intend stirredy meme madeagi year old mac song create time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0696580942644019,0.9115857332161248,9,0.6073180437088013,15,0.1704885810613632
5,"civil rights groups sue missouri, saying it' s failing to automatically update voter records","civil rights groups sue to, saying it' s wade to' update voter times",29.8011052608,fake,counterfactualgan,dnn_256,,43,civil right group sue say s wade update voter time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.055467489296738,0.9552513789975912,5,0.7407543659210205,13,-0.1728813201189041
6,‘ empire records ’ actor says there ’ s a huge nod to kurt cobain in the film,‘el times ’ actor says there ’ s a ns nod totling co beings in the film,29.8011052608,fake,counterfactualgan,dnn_256,,48,el time actor say s ns nod totle co being film,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.076488496301001,0.9187880144868168,7,0.561151385307312,17,0.108295552432537
7,publix censors teen' s' summa cum laude' graduation cake,pub triesx ce bans teen' s' ace a confronts -'lines times,29.8011052608,fake,counterfactualgan,dnn_256,,53,pub triesx ce ban teen s ace confront -'lines time,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.143494761040637,0.6937561168506423,9,0.39615774154663086,11,0.0637441202998161
8,black americans going for donald trump in record numbers as election day approaches,black americans going for donald trump in record woman as election dayve,29.8011052608,fake,counterfactualgan,dnn_256,,61,black american go donald trump record woman election dayve,jew shielder gavin mccuck rekt jew hate female shitlord,0.3465371156840381,0.9617340266202072,3,0.863508939743042,12,0.1282856613397598
9,unreal report: pm modi trolls one and all with his surgical strike on black money,un mcconnell report: pm hardlyi trolls one and all with his mccarthy strike on black money,29.8011052608,fake,counterfactualgan,dnn_256,,65,un mcconnell report pm hardlyi troll mccarthy strike black money,jew shielder gavin mccuck rekt jew hate female shitlord,0.2589898747520669,0.9407089415132932,4,0.7312266826629639,16,0.2708528339862823
10,"cyrus mistry speaks out, says tata removal didn ’ t hurt as much as punny headlines on it","fancy christine stump det out, says for colton didn ’ t hurt as much as programmerny fled on it",29.8011052608,fake,counterfactualgan,dnn_256,,67,fancy christine stump det say colton didn t hurt programmerny flee,wikileak obama saudi agent,0.2733328888424874,0.8930852690817195,8,0.36751097440719604,19,-0.0735226869583129
11,"trump called edward snowden a traitor, implied he should be executed","trump called simon snow, a briefly, had he should be takes",29.8011052608,fake,counterfactualgan,dnn_256,,69,trump call simon snow briefly take,jew shielder gavin mccuck rekt jew hate female shitlord,0.1795489954057793,0.8424613471586272,5,0.535125732421875,11,0.0682580098509788
12,more muslim animal abuse: palestinians film themselves stoning a hyena to death using cement blocks and large stones,"more muslimsett abuse: ac film, st macy a hyena to death usingland watching and enthusiast'",29.8011052608,fake,counterfactualgan,dnn_256,,75,muslimsett abuse ac film st macy hyena death usingland watching enthusiast,jew shielder gavin mccuck rekt jew hate female shitlord,0.2399387753787263,0.8030977783903075,11,0.618166983127594,15,0.3050249218940735
13,migrant caravan reaches the u . s . border,##uh caravan bit the u . s . border,29.8011052608,fake,counterfactualgan,dnn_256,,79,uh caravan bit u s border,gorka smite hater radical islamist jerusalem post speech breitbart,0.1570699356883734,0.8262961533508576,2,0.726479709148407,9,0.0996961593627929
14,michael hudson on meet the renegades,michael star on met the brutals,29.8011052608,fake,counterfactualgan,dnn_256,,81,michael star meet brutal,gorka smite hater radical islamist jerusalem post speech breitbart,0.1861042160485185,0.7910412082321969,3,0.5223696827888489,9,0.1069723516702652
15,russian u . n . envoy: u . s . missile strikes an ’ act of aggression ’ that will strengthen terrorism - breitbart,russian u . n . authorization: u . s .,29.8011052608,fake,counterfactualgan,dnn_256,,86,russian u n authorization u s,gorka smite hater radical islamist jerusalem post speech breitbart,0.1908731290933638,0.8394808899056152,15,0.48341724276542664,10,0.161317691206932
16,sarah silverman sees no reason why louis c . k . can' t continue being an artist,sarah pythonman sees norra why times c . k . can' t continue being an ho,29.8011052608,fake,counterfactualgan,dnn_256,,108,sarah pythonman see norra time c k t continue ho,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1493146598868641,0.94352087727321,5,0.43125730752944946,16,0.2107161432504654
17,why success comes in waves · guardian liberty voice,why lo comes in a bohemian prosecutors star voice,29.8011052608,fake,counterfactualgan,dnn_256,,119,lo come bohemian prosecutor star voice,wikileak obama saudi agent,0.2603734891321127,0.8050909099426438,5,0.32337576150894165,9,0.1658121049404144
18,"mark hamill weds sheldon and amy on' big bang theory ,' fans geek out","mark oftenill ns as and amy on' big bowl theory ,' fans; out",29.8011052608,fake,counterfactualgan,dnn_256,,126,mark oftenill ns amy big bowl theory fan,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1182186307371082,0.8690309332300532,6,0.4714062213897705,13,0.0547284632921218
19,increasing sentience,stormy .ani,29.8011052608,fake,counterfactualgan,dnn_256,,132,stormy .ani,representative government thugocracy,0.0718978246077645,0.1026865669743762,2,0.2444709837436676,3,0.0853427574038505
20,colin kaepernick just started a black panther - inspired youth camp to teach kids to fight oppression,funeral kaepern rivalry just started a black panther -han detroit about to teach to fighthir,29.8011052608,fake,counterfactualgan,dnn_256,,132,funeral kaepern rivalry start black panther -han detroit teach fighthir,wikileak obama saudi agent,0.2742125661272533,0.8966503738230988,10,0.5879771709442139,15,-0.0678114742040634
21,"supreme court' s cake case could set america back 50 years, activists warn","supreme court' s' case could set america back biting years, activists they",29.8011052608,fake,counterfactualgan,dnn_256,,145,supreme court s case set america bite year activist,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0626468592699428,0.96825919967284,4,0.637557864189148,12,-0.0241243317723274
22,bundy brothers and ‘ co - conspirators ’ acquitted in oregon — but the saga isn ’ t over yet,bundy times and ‘ co - cons fittingenia ’ produce in oregon — but the n isn ’ t over yet,29.8011052608,fake,counterfactualgan,dnn_256,,152,bundy time co con fittingenia produce oregon n isn t,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.146408895894112,0.9238781365387844,5,0.4560997784137726,21,-0.0969769954681396
23,"in the first 19 days of october, trump gave just $31k to his own campaign","in the first 250 days of book, trump gives just $trumpk to his own campaign",29.8011052608,fake,counterfactualgan,dnn_256,,155,250 day book trump give $ trumpk campaign,jew shielder gavin mccuck rekt jew hate female shitlord,0.0369863338179811,0.9590530514046672,4,0.7429174184799194,15,-0.0343119017779827
24,8 stats that prove social anxiety needs to be taken seriously,rockets declare that front social customer needs to be take turns,29.8011052608,fake,counterfactualgan,dnn_256,,175,rocket declare social customer need turn,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0139355291210015,0.9026741729837348,6,0.17664209008216858,11,0.0256457906216382
25,celine dion and deadpool have strong creative disagreements in their new music video,"', and deadpool have' extension assessment in their new music video",29.8011052608,fake,counterfactualgan,dnn_256,,182,deadpool extension assessment new music video,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0746634601658002,0.8112319648386805,6,0.41792672872543335,11,0.055611278861761
26,nasa aircraft spots mysterious circles in remote arctic sea ice,valentine hurt remain claireς inuri remarkable sea ice,29.8011052608,fake,counterfactualgan,dnn_256,,183,valentine hurt remain claireς inuri remarkable sea ice,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1514451438110213,0.7833157378439802,8,0.2735227942466736,9,0.0210281740874052
27,virginia gov . terry mcauliffe stands with planned parenthood,eats gov . x throwuli retreat stands with planned' security,29.8011052608,fake,counterfactualgan,dnn_256,,185,eat gov x throwuli retreat stand plan security,jew shielder gavin mccuck rekt jew hate female shitlord,0.1253699277374,0.6516435266594888,6,0.23723460733890533,10,0.1129665821790695
28,trump claims without evidence that millions of people are voting illegally in california,trump claims without evidence that millions of people are voting times in california,29.8011052608,fake,counterfactualgan,dnn_256,,196,trump claim evidence million people vote time california,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0670405788027709,0.985199392804078,1,0.8609788417816162,13,-0.0127474265173077
29,here' s a poll trump won' t tweet: he finished behind obama in' most admired' survey,here' s a poll trump won' t tweet: he experienced behind obama in' mostital' behalf,29.8011052608,fake,counterfactualgan,dnn_256,,208,s poll trump win t tweet experience obama mostital behalf,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0804551120993666,0.9801647154405112,4,0.8736379742622375,15,-0.0634678527712822
30,clinton insider confesses: trump protests are just more pre - paid “ soros riots ” to stir unrest,clinton seth pass: trump protests are just more pre - paid “ so timess ” to believes emissions,29.8011052608,fake,counterfactualgan,dnn_256,,218,clinton seth pass trump protest pre pay timess believe emission,jew shielder gavin mccuck rekt jew hate female shitlord,0.2096083871530292,0.8782058795803459,6,0.7136938571929932,18,-0.0099197058007121
31,death of alton sterling' s cousin a' homicide': coroner,death of powers clinton' s' a'yat' :',29.8011052608,fake,counterfactualgan,dnn_256,,218,death power clinton s a'yat,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0354624685287701,0.8634278028652239,7,0.24841198325157166,9,0.0749098062515258
32,anti - queer pastor claims trump really likes his conservative bible studies,anti - queer director claims trump really spy his conservative times fate,29.8011052608,fake,counterfactualgan,dnn_256,,219,anti queer director claim trump spy conservative time fate,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.12678572439597,0.905689038345386,4,0.3877197504043579,12,0.0432939641177654
33,andrew mccabe oversaw criminal investigation of jeff sessions,andrew mcc games baldwin criminal investigation of jeff sessions,29.8011052608,fake,counterfactualgan,dnn_256,,227,andrew mcc game baldwin criminal investigation jeff session,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2735221591266825,0.8892463896875641,3,0.773734450340271,9,-0.027271956205368
34,meghan mccain takes a swipe at white house after aide mocks her father' s cancer,datehan mccain takes a hillary br at white house after aideigs her father' s cancer,29.8011052608,fake,counterfactualgan,dnn_256,,234,datehan mccain take hillary br white house aideig father s cancer,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1934478420581317,0.9538354302559762,5,0.6124792695045471,15,-0.0103477342054247
35,liberals explode with vitriol as #notmysuperbowlchamps trends on social media - breitbart,aisle chilling with new tool as #not law nsper detainees employee kim shared on social media - breitbart,29.8011052608,fake,counterfactualgan,dnn_256,,247,aisle chill new tool law nsper detainee employee kim share social medium breitbart,jew shielder gavin mccuck rekt jew hate female shitlord,0.1942151192824897,0.8258150289203211,11,0.30564260482788086,18,0.1646957695484161
36,' glee' star kevin mchale comes out by the power of ariana grande,' forget' star to mc' comes out by the power of statenague,29.8011052608,fake,counterfactualgan,dnn_256,,251,forget star mc come power statenague,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0644196130986586,0.8314156920428409,5,0.40803512930870056,12,0.1792526245117187
37,"hbo says it corrected its pay gaps, thanks to reese witherspoon and time' s up","hillary says it turks its pay', london to times witherssyn and time' s up",29.8011052608,fake,counterfactualgan,dnn_256,,261,hillary say turk pay london time witherssyn time s,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1374094648606188,0.9087696626790912,7,0.35704511404037476,14,0.088388480246067
38,airbnb arbitration clause upheld by d . c . judge,air:b smokingbro victims by d . c . judge,29.8011052608,fake,counterfactualgan,dnn_256,,263,air b smokingbro victim d c judge,jew shielder gavin mccuck rekt jew hate female shitlord,0.1261314349882701,0.7759592353759454,4,0.32278764247894287,9,0.1267427653074264
39,‘ 13 reasons why ’ started a conversation . who ’ s responsible for finishing it?,‘ 13 reasons why ’ started a public . who ’ s james for concerned it?,29.8011052608,fake,counterfactualgan,dnn_256,,269,13 reason start public s jame concerned,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0932683313753763,0.9731377297614482,3,0.5612385869026184,16,-0.0040584914386272
40,trump store' s attempt to troll jimmy kimmel over chinese merch goes very wrong,trumpers' s,29.8011052608,fake,counterfactualgan,dnn_256,,269,trumper s,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0218808720034734,0.4880914463153173,13,0.21910157799720764,9,-0.0349232666194438
41,cops arrest 2 black men sitting in starbucks for' trespassing': video,cops arrested 2 black men' in acid for' stabbed remarkableing': video,29.8011052608,fake,counterfactualgan,dnn_256,,275,cop arrest 2 black man acid stab remarkableing video,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0659851229628502,0.9322789155353816,6,0.5589733123779297,11,-0.1108237728476524
42,"rush limbaugh vividly describes alleged trump pee tape, then says it' s all fake","attemptgseitill relationshiplyital alleged trump times tape, then says it' s all fake",29.8011052608,fake,counterfactualgan,dnn_256,,276,attemptgseitill relationshiplyital allege trump time tape say s fake,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1239934924928202,0.9340430291857648,5,0.8094916343688965,12,0.0106673156842589
43,2 ministers are trying to revive the campaign to end poverty that mlk started,2 peel are trying to hits the campaign to end nice that zerok started,29.8011052608,fake,counterfactualgan,dnn_256,,276,2 peel try hit campaign end nice zerok start,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0402792061083209,0.901835800756416,4,0.27045872807502747,14,-0.0523886531591415
44,moscow downplays spain ’ s refusal to let russian warship refuel in ceuta,##b downwritings russia ’ s remarkable to let russian nothing cow with in cefle,29.8011052608,fake,counterfactualgan,dnn_256,,276,b downwriting russia s remarkable let russian cow cefle,gorka smite hater radical islamist jerusalem post speech breitbart,0.2175020461058582,0.6254107972969818,8,0.533871054649353,14,0.2318481057882309
45,giuliani keeps backpedaling on cohen comments :' i ’ m not an expert on the facts ’,giuliani nato back' arab on cohen comments :' i ’ m not an expert on the parents ’,29.8011052608,fake,counterfactualgan,dnn_256,,276,giuliani nato arab cohen comment m expert parent,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.165170789260813,0.9454229988355112,4,0.6289851069450378,18,0.0753803327679634
46,it ’ s true: someone is trying to intimidate voters at the polls (video),it ’ s true: someone is trying to clerk in they voters at the confession (video),29.8011052608,fake,counterfactualgan,dnn_256,,276,s true try clerk voter confession video,jew shielder gavin mccuck rekt jew hate female shitlord,0.1202539491043646,0.9670339768774046,4,0.6509583592414856,16,0.0966400131583213
47,"most americans favor restoring felons' voting rights, but disagree on how","most americans over, minelons' voting rights,",29.8011052608,fake,counterfactualgan,dnn_256,,280,american minelon voting right,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.003134183841057,0.9150228692653496,7,0.6482394933700562,9,0.1346728950738906
48,obama photographer pete souza taunts trump for not buying melania a birthday gift,obama oral green sources leaks . trump for not buying melania a old gift,29.8011052608,fake,counterfactualgan,dnn_256,,286,obama oral green source leak trump buy melania old gift,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2094964344166552,0.7908728991562947,6,0.6012341976165771,14,-0.0403793975710868
49,you can now buy your very own' fearless girl' statue,you can now buy your very own'etta decide' dinosaurs,29.8011052608,fake,counterfactualgan,dnn_256,,287,buy own'etta decide dinosaur,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0771664104268088,0.9234813049699464,4,0.5072036385536194,9,0.0949105322360992
50,keiser report: meme wars (e995),##lea begged report: meme 73 (e frontcake3),29.8011052608,fake,counterfactualgan,dnn_256,,289,lea beg report meme 73 e frontcake3,gorka smite hater radical islamist jerusalem post speech breitbart,0.0203797184236871,0.6775824099533102,5,0.428522527217865,9,0.1553538888692855
51,kirsten gillibrand unveils a public option for banking,hush brma stephenad un 2008 ’ a public theater for revolt,29.8011052608,fake,counterfactualgan,dnn_256,,292,hush brma stephenad un 2008 public theater revolt,jew shielder gavin mccuck rekt jew hate female shitlord,0.1829195478614461,0.6018352809232905,8,-0.006195127964019775,11,0.2449589818716049
52,bernie sanders ’ economic inequality town hall draws 1 . 7 million live viewers,bernie sanders ’ economic cs town house source 1 . widespread million live viewers,29.8011052608,fake,counterfactualgan,dnn_256,,293,bernie sander economic cs town house source 1 widespread million live viewer,jew shielder gavin mccuck rekt jew hate female shitlord,0.1963793982989415,0.9249296893229292,4,0.7943638563156128,14,0.0948240235447883
53,pentagon wastes nearly $60bln in canceled weapons over past 20 years,pentagonholes nearly $60 blainen in dishes gun over past 20 years,29.8011052608,fake,counterfactualgan,dnn_256,,299,pentagonhole nearly $ 60 blainen dish gun past 20 year,jew shielder gavin mccuck rekt jew hate female shitlord,-0.0115804914463297,0.8987147658845885,6,0.475912868976593,11,0.1421569138765335
54,taraji p . henson' s cardi b impression is so accurate it' s scary,stephenji p . clinton' s cardi b louie is so a it' s taken,29.8011052608,fake,counterfactualgan,dnn_256,,306,stephenji p clinton s cardi b louie s take,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1671196633846766,0.9172035394280048,5,0.41706860065460205,14,0.0412611328065395
55,“ bernie needs to be ground to a pulp . ” leaked email to john podesta in february,“ bernie 28 to be to acing . ” twitter email to john coasteresta,29.8011052608,fake,counterfactualgan,dnn_256,,317,bernie 28 ace twitter email john coasteresta,jew shielder gavin mccuck rekt jew hate female shitlord,0.1751093537027581,0.8895987337429587,8,0.6176493763923645,14,0.0642410516738891
56,southwest' s tammie jo shults joins the legacy of badass female pilots,needs' s making forget pressure shu visitingys the barbara of badmar female tomatoes,29.8011052608,fake,counterfactualgan,dnn_256,,331,need s make forget pressure shu visitingys barbara badmar female tomato,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1821556560284691,0.7528771916405117,9,0.12623083591461182,13,0.0665750503540039
57,keyless cars have killed more than 2 dozen people since 2006: report,keyless hint have killed more than 2 decades people since juarez: report,29.8011052608,fake,counterfactualgan,dnn_256,,336,keyless hint kill 2 decade people juarez report,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0556588298515687,0.9374272551436106,3,0.5385748147964478,12,0.0127303339540958
58,"блажен, кто верует во что попало …","бла, ’te, christineто biasе ’,е fell colbert brв timesо ’ …",29.8011052608,fake,counterfactualgan,dnn_256,,338,бла te christineто biasе е fall colbert brв timesо,jew shielder gavin mccuck rekt jew hate female shitlord,0.1570863558787852,0.760160230605365,10,0.5709685683250427,11,0.144500270485878
59,steve king tried to troll teens who support gun control . it didn' t go well .,steve king tried to troll intel who support gun control .,29.8011052608,fake,counterfactualgan,dnn_256,,344,steve king try troll intel support gun control,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1613840752594114,0.932256282500326,7,0.7184796333312988,11,0.0337413139641284
60,don ’ t diss the dark ages,don ’ t di very the dark impact,29.8011052608,fake,counterfactualgan,dnn_256,,364,don t di dark impact,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1129504053043357,0.8608762585375554,3,0.699854850769043,9,0.1079030632972717
61,researchers discover common thread among christians who voted for trump,tradition discover commoncher among jump who remain for trump,29.8011052608,fake,counterfactualgan,dnn_256,,374,tradition discover commoncher jump remain trump,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0641534071944227,0.882580374201417,5,0.3370329439640045,9,-0.0332812890410423
62,will trump dump the wahabbi autocrats? | new eastern outlook,will trump tattoo the spy skeptical photos ass bending? | new eastern office,29.8011052608,fake,counterfactualgan,dnn_256,,380,trump tattoo spy skeptical photo ass bend | new eastern office,jew shielder gavin mccuck rekt jew hate female shitlord,0.2799105272727176,0.8134571872809699,7,0.4790358543395996,13,0.1426562070846557
63,"howard stern ’ s blunt advice for trump: ‘ get the f * * k out of there, man ’","rosie stern ’ s gold attacks for trump: ‘ get the f * * k out of there, man ’",29.8011052608,fake,counterfactualgan,dnn_256,,380,rosie stern s gold attack trump f k man,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.1139453362095739,0.97234080943867,3,0.6642975807189941,20,0.0924379006028175
64,ryan reynolds is' genuinely hurt' trading playground insults with josh brolin,ryan reynolds is' times hurt' sw learn prospects withoot times nikola,29.8011052608,fake,counterfactualgan,dnn_256,,383,ryan reynolds time hurt sw learn prospect withoot time nikola,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2672546849574971,0.8120951932958457,7,0.5659569501876831,11,0.0364710241556167
65,' sense8' filmed its finale . daryl hannah weighs in on what to expect .,' freedom strategy' ' its alex . sayse' in on what to how .,29.8011052608,fake,counterfactualgan,dnn_256,,388,freedom strategy alex sayse,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0523164695543958,0.8994895211242537,8,0.09485535323619843,14,0.0260786451399326
66,' meditation is like a human' s way of clearing browser cache',' kidnapping is like a human' s way of phrase accept' ',29.8011052608,fake,counterfactualgan,dnn_256,,389,kidnapping like human s way phrase accept,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0147086280831798,0.918838312271478,4,0.1266506314277649,12,0.0474570207297802
67,joy reid ’ s hacking claims look increasingly unlikely,##ime cheating ’ s hacking claims look sugarlea,29.8011052608,fake,counterfactualgan,dnn_256,,400,ime cheat s hack claim look sugarlea,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0916356583778151,0.7111409396978424,4,0.514678955078125,9,0.0780469924211502
68,billionaire ray dalio says populism more powerful than monetary policy,##sp ally campaigno saysstroms moredating than executive policy,29.8011052608,fake,counterfactualgan,dnn_256,,400,sp ally campaigno saysstrom moredate executive policy,gwen stefani superfan beat gwen stefani gwen stefani quiz,-0.0111752921533112,0.6000922315181385,8,0.2695503234863281,9,0.0152189685031771
69,crabzilla: giant crab under a popular crabbing spot in whitstable,berlin urgent approaches:ld baldwin under a shadows baldwin heller dog in w andrewsta i,29.8011052608,fake,counterfactualgan,dnn_256,,401,berlin urgent approach ld baldwin shadow baldwin heller dog w andrewsta,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.2558018867222799,0.5614633650821313,11,0.19031475484371185,14,0.0481915473937988
70,unusual asteroid could be an interstellar guest to our solar system,##ho russell could be anvr br captured to ourur system,29.8011052608,fake,counterfactualgan,dnn_256,,403,ho russell anvr br capture ourur system,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0942601365829634,0.6261176402240007,7,0.23835602402687073,10,0.0199862048029899
71,report: fcc chairman pai planning a fast repeal of net neutrality,report:leader chairman minimali planning a fast word of net europeans,29.8011052608,fake,counterfactualgan,dnn_256,,403,report leader chairman minimali plan fast word net european,jew shielder gavin mccuck rekt jew hate female shitlord,0.1200163349423623,0.8485947528809229,5,0.2623134255409241,10,0.1686951220035553
72,nasa terminates last moon rover after trump touts new era of lunar exploration,nasabox last threaten @after trump to the new times ofberries choice,29.8011052608,fake,counterfactualgan,dnn_256,,404,nasabox threaten @aft trump new time ofberrie choice,gwen stefani superfan beat gwen stefani gwen stefani quiz,0.0829448490875102,0.6795566543417061,11,0.3684908151626587,11,-0.1021994203329086
73,eight clowns jabbering — but next time please spare us the pecksniffery,awarded averages ja swirling — but next time evacuated spilled us the dissentsni approvaly,29.8011052608,fake,counterfactualgan,dnn_256,,408,award average ja swirl time evacuate spill dissentsni approvaly,jew shielder gavin mccuck rekt jew hate female shitlord,0.1126369102025741,0.8232313877632162,8,0.24557551741600037,14,0.0345052778720855
