,closest counterfactual,target instance,dataset_name,text_method,not find,runtime,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
50,"Not ""Sooo a bad's movie first and foremost.",""" birthday girl "" is an actor's movie first and foremost .",polarity,Polyjuice,240,24.46036720275879,bert,,sooo bad movie foremost,bluto blutarsky miss,0.1285140249700523,0.937074003691818,9,0.5206338167190552,8,0.1400931626558303,"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",-0.0668669715523719
51,"Lowrey, heavy-handed, illegal. this disturbing bio-pic is hard to forget.","creepy , authentic and dark . this disturbing bio-pic is hard to forget .",polarity,Polyjuice,240,27.733419179916385,bert,,lowrey heavy handed illegal disturbing bio pic hard forget,bluto blutarsky miss,0.1192084562622931,0.9299531194478318,8,0.5608753561973572,10,0.1303509026765823,binoche and magimel are perfect in these roles .,-0.1876212805509567
52,"but it isn't as quiet and unpretentious as old school, and that makes it challenging sometimes, too, and not always very interesting, but not a good one as this one was.","not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",polarity,Polyjuice,240,33.17493224143982,bert,,quiet unpretentious old school make challenge interesting good,bluto blutarsky miss,0.096124991879421,0.976219468038428,29,0.5831394791603088,31,-0.0036789532750844,binoche and magimel are perfect in these roles .,-0.0821500346064567
53,The acting is superb; everyone seems well-chosen for their roles.,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,polarity,Polyjuice,240,25.098440408706665,bert,,acting superb choose role,else-,0.0,0.897917101033679,30,0.31122857332229614,10,0.1606763154268264,fear dot com is more frustrating than a modem that disconnects every 10 seconds .,-0.1314181983470916
54,"a corny comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .","a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",polarity,Polyjuice,240,28.652980089187626,bert,,corny comedy yes character think talk goal work hard decision,bluto blutarsky miss,0.0914867522995061,0.9962354785468068,1,0.9261096119880676,25,0.0821961611509323,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0212763641029596
55,But this mitigating influence can be achieved only if urban planning is significantly improved and urban services are properly maintained.,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,polarity,Polyjuice,240,31.96438980102539,bert,,mitigating influence achieve urban planning significantly improved urban service properly maintain,bluto blutarsky miss,0.0021079757136711,0.7177777242711529,19,0.039202261716127396,20,-0.1618470847606659,a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow .,-0.239307627081871
56,"for his first attempt at film noir , spielberg presents a fascinating but unreal look at the near future .","for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .",polarity,Polyjuice,240,29.93932199478149,bert,,attempt film noir spielberg present fascinating unreal look near future,else-,0.0,0.9943675894627754,1,0.9362313747406006,20,0.0830597728490829,girls gone wild and gone civil again,-0.1344943642616272
57,this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with laughable fight scenes .,this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,polarity,Polyjuice,240,28.2929744720459,bert,,action thriller dark comedy repellent thing pop cinematic year litter laughable fight scene,else-,0.0,0.9895041298799138,3,0.9104215502738953,24,0.2479661256074905,offers absolutely nothing i hadn't already seen .,-0.0645165964961052
58,[a] very solemn film .,[a] stuporously solemn film .,polarity,Polyjuice,240,30.43829584121704,bert,,solemn film,else-,0.0,0.9816811717951388,1,0.925212025642395,5,0.1998077780008316,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0436935536563396
59,his warm presence on the hill makes the preposterous lying hero into something more than he reasonably should be .,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .,polarity,Polyjuice,240,27.08450555801392,bert,,warm presence hill make preposterous lie hero reasonably,bluto blutarsky miss,0.0863817653652084,0.9847446648732202,4,0.6453958749771118,20,0.0894122198224067,binoche and magimel are perfect in these roles .,-0.0363079234957695
60,This movie is one of the worst instances of artful large format filmmaking you are likely to see anytime soon.,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,polarity,Polyjuice,240,25.527507781982425,bert,,movie bad instance artful large format filmmake likely anytime soon,bluto blutarsky miss,0.0616043313601873,0.9911695967845332,5,0.6467012763023376,20,0.1635200381278991,"just what makes us happy , anyway ?",-0.1765463948249817
61,My vote is seven...... the best...... the best made in the world...... is not to be published only in full screen or high resolution.,". . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",polarity,Polyjuice,240,31.44960379600525,bert,,vote seven good well world publish screen high resolution,execrable,-0.0390960730529202,0.8952828870271579,26,0.21136701107025146,24,0.083472229540348,"less dizzying than just dizzy , the jaunt is practically over before it begins .",-0.1449705511331558
62,"if director michael dowse only superficially understands his characters , he doesn't hold them in the light .","if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .",polarity,Polyjuice,240,27.95821166038513,bert,,director michael dowse superficially understand character hold light,bluto blutarsky miss,0.1129726984717975,0.986889058107766,2,0.9263906478881836,18,0.0661938861012458,"if you're looking for something new and hoping for something entertaining , you're in luck .",-0.0809103101491928
63,but that document is not a minority decision.,"minority report is exactly what the title indicates , a report .",polarity,Polyjuice,240,35.632943630218506,bert,,document minority decision,execrable,-0.0012932536531077,0.9264919834506444,11,0.2694617211818695,8,0.166216179728508,"[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .",-0.2121623903512954
64,"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation for of it may depend on whether they consider that a good thing .","hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing .",polarity,Polyjuice,240,23.19219946861267,bert,,hey arnold movie 40 year ago parent appreciation depend consider good thing,bluto blutarsky miss,0.1000490148446077,0.9992833423189252,1,0.997817873954773,30,0.1127454712986946,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open .",-0.0357661396265029
65,"a droll , well-acted , character-driven comedy with cheap thrills .","a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",polarity,Polyjuice,240,32.73449969291687,bert,,droll act character drive comedy cheap thrill,bluto blutarsky miss,0.0620164607218177,0.954149546231636,4,0.7859135866165161,11,0.1247237548232078,. . . understands that a generation defines its music as much as the music defines a generation .,-0.1049655154347419
66,but may be a good half minute short:,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,polarity,Polyjuice,240,26.95543670654297,bert,,good half minute short,bluto blutarsky miss,0.0914029983541486,0.902343199131974,19,0.43623751401901245,8,0.158863678574562,we learn a lot about dying coral and see a lot of life on the reef .,-0.0630473792552948
67,but that's also much better than it is.,it's so badly made on every level that i'm actually having a hard time believing people were paid to make it .,polarity,Polyjuice,240,25.03687834739685,bert,,well,execrable,-0.0139236538822078,0.9334983058555496,21,0.1423436850309372,8,0.0614910423755645,"by the time the surprise ending is revealed , interest cannot be revived .",-0.1457685083150863
68,"She has more than a few moments that are dreary, boring, and dull.",it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,polarity,Polyjuice,240,32.124186515808105,bert,,moment dreary boring dull,bluto blutarsky miss,0.1121618368680418,0.9172182687094208,15,0.24894759058952332,13,0.1744322925806045,. . . understands that a generation defines its music as much as the music defines a generation .,-0.126031294465065
69,"sometimes work, some are great.","some episodes work , some don't .",polarity,Polyjuice,240,29.18492102622986,bert,,work great,execrable,-0.0454174783249598,0.9249365067678852,6,0.2945423424243927,5,0.200951337814331,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention .",-0.1315734386444091
70,"sometimes , there satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .","sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",polarity,Polyjuice,240,25.153602600097656,bert,,satisfy like old fashioned swashbuckling regard guard deliver,bluto blutarsky miss,0.0840819509760644,0.998345207623174,1,0.9184468388557434,17,0.0665858313441276,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .",-0.1289983838796615
71,exactly not what you'd expect from a guy named kaos .,exactly what you'd expect from a guy named kaos .,polarity,Polyjuice,240,24.903139352798465,bert,,exactly expect guy name kaos,bluto blutarsky miss,0.1605769145274775,0.9966228118889372,1,0.7495400905609131,11,0.0885189846158027,"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",-0.1749667227268219
72,"writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and turns in logic .","writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .",polarity,Polyjuice,240,27.45549201965332,bert,,writer director joe carnahan grimy crime drama manual precinct cliche move fast cover clunky dialogue turn logic,else-,0.0,0.9965550624242144,1,0.9954504370689392,28,0.2403104305267334,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.0638419315218925
73,part of the problem is that it avoids the obvious with humour and lightness .,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,polarity,Polyjuice,240,26.61586618423462,bert,,problem avoid obvious humour lightness,bluto blutarsky miss,0.0419854716356362,0.9615195525164216,4,0.6679244041442871,15,0.0953189730644226,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",-0.1148441210389137
74,It's amazing,horrible,polarity,Polyjuice,240,29.054542541503903,bert,,amazing,execrable,-0.015620192510893,0.4937829695373911,2,0.13256847858428955,2,0.1724929213523864,"by the time the surprise ending is revealed , interest cannot be revived .",-0.1376326233148574
75,"the fact that the show is so far away from its core, when it seems most comfortable, and seems comfortable enough, is a wonderful touch.","the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",polarity,Polyjuice,240,29.41462278366089,bert,,fact far away core comfortable comfortable wonderful touch,execrable,-0.0176667608415345,0.9585912371589528,24,0.4019790291786194,25,0.0562411099672317,oozes condescension from every pore .,-0.1193009242415428
76,Bizarre and amazingly disturbed movie.,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",polarity,Polyjuice,240,34.61686897277832,bert,,bizarre amazingly disturbed movie,bluto blutarsky miss,0.1256477958878819,0.7829917002028152,35,0.4579026699066162,5,0.2058483213186264,"the tone is balanced , reflective and reasonable .",-0.0782199501991272
77,A workman puts on a performance.,"a work of intricate elegance , literary lyricism and profound common sense .",polarity,Polyjuice,240,29.29910039901733,bert,,workman put performance,bluto blutarsky miss,0.0488740768192823,0.7118285231758844,13,0.17125116288661957,6,-0.0417832732200622,"decasia is what has happened already to so many silent movies , newsreels and the like . the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",-0.1475123614072799
78,the movie is saved for moments that are etched by the simplicity of the storytelling and the authenticity of the performances .,the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,polarity,Polyjuice,240,34.11382436752319,bert,,movie save moment etch simplicity storytelling authenticity performance,else-,0.0,0.9788406927017472,5,0.8349636197090149,22,0.1986147463321685,truly terrible .,-0.1370004266500473
79,"visits spy-movie territory like a novel you can't put down , examines no footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .","visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",polarity,Polyjuice,240,30.05110645294189,bert,,visit spy movie territory like novel examine footnote history seldom bring light screen keep guess frame,execrable,-0.0419227004736571,0.9988420087610058,1,0.9876037240028381,34,-0.014865637756884,"[lawrence bounces] all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .",-0.0616161413490772
80,will this be 19?,it took 19 predecessors to get this ?,polarity,Polyjuice,240,24.47467589378357,bert,,19,execrable,-0.1617408478817378,0.8915819654007634,8,0.6067750453948975,4,0.034613873809576,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",-0.213889479637146
81,the film's story lives up to its style.,it is just too bad the film's story does not live up to its style .,polarity,Polyjuice,240,25.04654693603516,bert,,film story live style,execrable,-0.0171083487566094,0.9491028539485108,10,0.5214173793792725,8,0.0600221082568168,truly terrible .,-0.0982624664902687
82,This arresting portrait of big city politics also manages to miss the mark by not being as interested in documentary style than a soap opera.,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .,polarity,Polyjuice,240,27.197370767593384,bert,,arrest portrait big city politic manage miss mark interested documentary style soap opera,bluto blutarsky miss,0.0720437136843547,0.9156612170983852,25,0.24880200624465942,24,0.1763575822114944,binoche and magimel are perfect in these roles .,-0.0613579750061035
83,now here's a sadistic bike flick that would have made vittorio de sica jealous .,now here's a sadistic bike flick that would have made vittorio de sica proud .,polarity,Polyjuice,240,21.6629056930542,bert,,sadistic bike flick vittorio de sica jealous,bluto blutarsky miss,0.1834042981207285,0.9898084752023064,1,0.9288249015808105,15,0.1971461176872253,"the principals in this cast are all fine , but bishop and stevenson are standouts .",-0.0424871556460857
84,"the story may not be new , but australian director john polson , making his american feature debut , jazzes it up poorly .","the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",polarity,Polyjuice,240,27.91987586021424,bert,,story new australian director john polson make american feature debut jazz poorly,bluto blutarsky miss,0.1146177082482155,0.99467361119175,1,0.9394291639328003,24,0.1526368111371994,binoche and magimel are perfect in these roles .,-0.0946719422936439
85,"if the predictability of bland comfort food appeals to you , then the film is a poor enough dish .","if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",polarity,Polyjuice,240,31.336660861969,bert,,predictability bland comfort food appeal film poor dish,bluto blutarsky miss,0.1024666399854184,0.9939911840703572,1,0.895817220211029,20,0.1732903271913528,"thanks to scott's charismatic roger and eisenberg's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .",-0.068046748638153
86,"from the opening scenes , it's clear that all about the benjamins is a totally plot focused movie .","from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",polarity,Polyjuice,240,26.338308572769165,bert,,opening scene clear benjamin totally plot focus movie,else-,0.0,0.9921516958652314,2,0.856802225112915,19,0.0853080227971077,a rather tired exercise in nostalgia .,-0.157398447394371
87,Probably the dumbest comedy of the summer.,the smartest bonehead comedy of the summer .,polarity,Polyjuice,240,24.375358819961548,bert,,probably dumb comedy summer,bluto blutarsky miss,0.0906460806616516,0.961179799112073,5,0.655025839805603,7,0.2128303050994873,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday .",-0.0990311875939369
88,holden caulfield did it again .,holden caulfield did it better .,polarity,Polyjuice,240,26.52732992172241,bert,,holden caulfield,pompous garbled,0.1388156435412168,0.9752245253646792,1,0.8081686496734619,6,0.063535138964653,dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,-0.1551750749349594
89,this is the kind of movie that gets a quick showcase before real contenders arrive in september .,this is the kind of movie that gets a quick release before real contenders arrive in september .,polarity,Polyjuice,240,24.8322913646698,bert,,kind movie get quick showcase real contender arrive september,execrable,-0.041437406226699,0.9929812418323756,1,0.9042603373527527,18,0.1079477965831756,oozes condescension from every pore .,-0.1302014291286468
90,no sour.,not so much farcical as sour .,polarity,Polyjuice,240,24.74014568328857,bert,,sour,else-,0.0,0.8365980628714389,7,0.6250222325325012,2,0.4235568940639496,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,-0.095631793141365
91,feral and light-hearted .,feral and uncomfortable .,polarity,Polyjuice,240,27.897654056549072,bert,,feral light hearted,execrable,-0.0439324124553624,0.8001114144453462,1,0.742490828037262,4,0.2246996015310287,the one not-so-small problem with expecting is that the entire exercise has no real point .,-0.1247022002935409
92,"if you're like me , a sucker for a good old fashion romance and someone who shamelessly gets to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .","if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",polarity,Polyjuice,240,32.79288673400879,bert,,like sucker good old fashion romance shamelessly get eat martha offer perfect ingredient satisfy appetite,bluto blutarsky miss,0.1368178724242602,0.9988575535201109,1,0.9974297285079956,36,-0.0960696265101432,"a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills .",-0.1233479455113411
93,But it's still jarring to see Rob Lowe dressed as a ONJ's been making for the last several years.,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years .,polarity,Polyjuice,240,33.505449056625366,bert,,jar rob lowe dress onj make year,execrable,-0.0068253354476437,0.9502831668913208,21,0.46466854214668274,19,0.1480533629655838,oozes condescension from every pore .,-0.0384104177355766
94,this was not a mechanical product.,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .,polarity,Polyjuice,240,24.5075478553772,bert,,mechanical product,bluto blutarsky miss,0.0228392972464936,0.8641074803758528,19,0.32191717624664307,6,0.0550477132201194,the pace and the visuals are so hyped up that a curious sense of menace informs everything .,-0.2096907347440719
95,"But if you're looking for a nice treat, I'd say see this one.",a cautionary tale about the folly of superficiality that is itself endlessly superficial .,polarity,Polyjuice,240,32.788524866104126,bert,,look nice treat,execrable,-0.0537039570123845,0.7271818791852055,14,0.28770914673805237,13,0.0568267777562141,never comes together as a coherent whole .,-0.1071268990635871
96,"in the book-on-tape market , the film of "" the kid stays in the picture "" will be an abridged edition","in the book-on-tape market , the film of "" the kid stays in the picture "" would be an abridged edition",polarity,Polyjuice,240,25.49836230278015,bert,,book tape market film kid stay picture abridge edition,execrable,-0.0585415578736558,0.999017734362124,1,0.9869226217269897,21,0.1750825196504593,"made me feel uneasy , even queasy , because [solondz's] cool compassion is on the border of bemused contempt .",-0.1224035769701004
97,EMPTY but utterly delightful .,familiar but utterly delightful .,polarity,Polyjuice,240,31.06702780723572,bert,,utterly delightful,bluto blutarsky miss,0.1461885396044445,0.9402272757785324,1,0.6889532804489136,5,0.1432593464851379,. . . understands that a generation defines its music as much as the music defines a generation .,-0.0758803859353065
98,"It's been 35 years since they appeared at Batman and Robin, but to see them dressed in dress suits and fighting 'badguys' was kinda sad.","although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are often infectious .",polarity,Polyjuice,240,24.70415759086609,bert,,35 year appear batman robin dress dress suit fight badguy kinda sad,bluto blutarsky miss,0.1554456674030798,0.8446700468992056,24,0.04926561936736107,25,0.1825269609689712,"the tone is balanced , reflective and reasonable .",-0.1753827035427093
99,"this is a big day for india and for gracias in the north, a whole day for the people of gracias.",the most anti-human big studio picture since 3000 miles to graceland .,polarity,Polyjuice,240,26.303996801376343,bert,,big day india gracia north day people gracias,execrable,-0.050951668363494,0.824571617962974,20,0.11961277574300766,21,0.0052769053727388,vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .,-0.2245787680149078
