index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
0,six ways to give the gift of generosity to children and teenagers the new york times,1,six ways to give the gift of generosity to children and teenagers the new york times,1,1,0.975609756097561,"['republicans us shoot themselves in ', 'son of former democratic vp nominee ', 'oops denver post prints photo of wrong ', 'republicans may shoot themselves in ', 'south korea ’ s blacklist of aists ']","['wikipedia founder ‘ moved on ’ for ', 'dozens dead after torrential rains ', 'paul ryan s exit is a reminder that ', 'senate passes bill to be sense of americans ', 'former student accuses charged in killings ']","{'republicans': 0.09090909090909091, 'shoot': 0.09090909090909091, 'us': 0.045454545454545456, 'son': 0.045454545454545456, 'former': 0.045454545454545456}","{'wikipedia': 0.043478260869565216, 'founder': 0.043478260869565216, '‘': 0.043478260869565216, 'moved': 0.043478260869565216, '’': 0.043478260869565216}"
1,bill gates says trump didn t know the difference between hpv and hiv,0,bill gates says trump didn t know the difference between hpv and hiv,0,0,1.0,"['bill maher shreds donald trump likens ', 'r kelly accusers say they had to ask ', 'bill gates says trump didn t know the ', 'repo 33 who said abused women could ', 'fox news guest personally asks donald ']","['former mexican president vicente fox ', 'iraqi army discovers us made missiles ', 'interior dept dodges watchdog ’ s questions ', 'new york times calls on gop to protect ', 'white house releases photos of mike ']","{'bill': 0.07142857142857142, 'donald': 0.07142857142857142, 'trump': 0.07142857142857142, 'maher': 0.03571428571428571, 'shreds': 0.03571428571428571}","{'former': 0.03571428571428571, 'mexican': 0.03571428571428571, 'president': 0.03571428571428571, 'vicente': 0.03571428571428571, 'fox': 0.03571428571428571}"
2,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times,1,1,0.9702970297029703,"['former fbi accuses trump calls accuses ', 'review in ‘ independence the purple ', '‘ us anti trump protests similar to ', 'watch madonna warns of the new york ', 'turkey’s military plunges into syria enabling rebels to capture isis stronghold the new york times']","['maxine waters ’ donald trump i ’ m ', 'at ampt cellphone users unable to call ', 'e p a workers try to block pruitt in ', 'if you have alzheimer ’ s then and ', '‘ i have a could stop it was not not ']","{'accuses': 0.06060606060606061, 'trump': 0.06060606060606061, '‘': 0.06060606060606061, 'new': 0.06060606060606061, 'york': 0.06060606060606061}","{'’': 0.13636363636363635, 'maxine': 0.045454545454545456, 'waters': 0.045454545454545456, 'donald': 0.045454545454545456, 'trump': 0.045454545454545456}"
3,democrats projected to win pennsylvania district that went heavily for trump,0,democrats projected to win pennsylvania district that went heavily for trump,0,0,0.9696969696969697,"['democrats to win pennsylvania district ', 'russia to expel u s diplomats shut ', 'former fbi deputy director andrew mccabe ', 'democrats projected to win pennsylvania district that went heavily for trump', 'supreme cou rules priests do not have ']","['republicans now marching with trump ', 'opinion hillary is the whore of babylon ', 'michael bloomberg slams epidemic of ', 'donald trump deutsche bank did clintons ', 'former fbi accuses trump andrew lawyer ']","{'democrats': 0.07407407407407407, 'win': 0.07407407407407407, 'pennsylvania': 0.07407407407407407, 'district': 0.07407407407407407, 'russia': 0.037037037037037035}","{'trump': 0.13636363636363635, 'republicans': 0.045454545454545456, 'marching': 0.045454545454545456, 'opinion': 0.045454545454545456, 'hillary': 0.045454545454545456}"
4,russian spring unveils new caoon series mocking us propaganda,1,russian spring unveils new caoon series mocking us propaganda,1,1,0.9878048780487805,"['fbi debunks hillary s conspiracy theory ', 'former us accuses trump of sexual assault ', 'donald trump deutsche bank did not ', 'facebook defends its use of secret ', 'russian spring unveils new caoon series mocking us propaganda']","['at least 5 dead in violent clashes ', 'republicans head into mid terms with ', 'republicans got marching with the only ', 'how to hit sinclair where it hus according ', 'no hours graduation ceremony for teen ']","{'us': 0.07142857142857142, 'trump': 0.07142857142857142, 'fbi': 0.03571428571428571, 'debunks': 0.03571428571428571, 'hillary': 0.03571428571428571}","{'republicans': 0.1, 'least': 0.05, '5': 0.05, 'dead': 0.05, 'violent': 0.05}"
5,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,methodists surprise gay minister with world s best pastor ceificates after theft of diploma,0,0,0.9743589743589743,"['alan cumming this is the last gasp ', 'dozens dead after torrential rains ', '17 year old indigo child message to ', 'challenges colleges to stand up for ', 'paul ryan s exit is a reminder that ']","['remy ma explains the impoance of melanin ', 'rick and moy future still up in the ', 'louisiana secretary of state resigns ', 'colbe mocks trump s failing to stand ', 'republicans now marching with trump ']","{'alan': 0.047619047619047616, 'cumming': 0.047619047619047616, 'last': 0.047619047619047616, 'gasp': 0.047619047619047616, 'dozens': 0.047619047619047616}","{'trump': 0.1, 'remy': 0.05, 'explains': 0.05, 'impoance': 0.05, 'melanin': 0.05}"
6,watch james corden get smashed in the face by a ball in slow motion,0,watch james corden get smashed in the face by a ball in slow motion,1,1,0.956989247311828,"['how putin hit but it it up is a of ', 'a list of everything don jr doesn t ', 'repo 33 of french who pray can t arrested ', 'watch madonna warns of the new york ', 'former fbi accuses trump calls president ']","['trump claims bashes cnn buzzfeed over ', 'how to hit sinclair where it hus according ', 'watch blue bid 000 on a time to they ', 'watch blue bid 000 on a time it s no ', 'watch blue bid 000 on a new it s no ']","{'putin': 0.047619047619047616, 'hit': 0.047619047619047616, 'list': 0.047619047619047616, 'everything': 0.047619047619047616, 'jr': 0.047619047619047616}","{'watch': 0.125, 'blue': 0.125, 'bid': 0.125, '000': 0.125, 'time': 0.08333333333333333}"
7,black agenda radio for week of nov 14 2016,1,black agenda radio for week of nov 14 2016,1,1,0.9693877551020408,"['and jack s bonkers has people they ', 'syrian warn us turkey can ’ t be <end> ', 'ryan zinke and the tale of two fish ', 'us insiders – not russia – leaked clinton ', 'how sweetbitter captures the grit and ']","['newest head cracker do you hear brainstorm ', 'fox news said personally asks 000 to ', 'u s hits russia with sanctions for ', 'fox news repoer sarah huckabee sanders ', 'and just like that gaming and mainstream ']","{'us': 0.08695652173913043, '–': 0.08695652173913043, 'jack': 0.043478260869565216, 'bonkers': 0.043478260869565216, 'people': 0.043478260869565216}","{'fox': 0.08333333333333333, 'news': 0.08333333333333333, 'newest': 0.041666666666666664, 'head': 0.041666666666666664, 'cracker': 0.041666666666666664}"
8,everyone got the pulse massacre story completely wrong,0,everyone got the pulse massacre story completely wrong,0,0,0.945054945054945,"['no hours graduation ceremony for teen ', 'and baby make history becoming first ', 'nypd and ny fbi caught in massive cover ', 'michael b jordan to produce film about ', 'gop leaders fine with trump bombing ']","['cnn contributor blames breitba white ', 'woman fired after off trump s sues ', 'republicans fill cou seat they denied ', 'rose mcgowan wishes harvey weinstein ', 'obama to dismantle visitor registry ']","{'hours': 0.041666666666666664, 'graduation': 0.041666666666666664, 'ceremony': 0.041666666666666664, 'teen': 0.041666666666666664, 'baby': 0.041666666666666664}","{'cnn': 0.043478260869565216, 'contributor': 0.043478260869565216, 'blames': 0.043478260869565216, 'breitba': 0.043478260869565216, 'white': 0.043478260869565216}"
9,she staed a suicide prevention site at age 15 it s still going strong,0,she staed a suicide prevention site at age 15 it s still going strong,0,0,0.9777777777777777,"['fox friends host brian kilmeade says ', 'white house preps spending cuts cuts ', 'gop senator called out for pushing ', 'repo 33 who said abused women could ', 'watch blue bid 000 on a new it s no ']","['breaking clinton “ we re have had to ', 'video shows twitter users fight with ', 'breaking clinton “ “ we have had a ', 'breaking obama “ we have had a major ', 'breaking obama now considering maial ']","{'cuts': 0.07407407407407407, 'fox': 0.037037037037037035, 'friends': 0.037037037037037035, 'host': 0.037037037037037035, 'brian': 0.037037037037037035}","{'breaking': 0.2, '“': 0.2, 'clinton': 0.1, 'obama': 0.1, 'video': 0.05}"
10,congressman proposes national surveillance program after trump meeting the new york times,1,congressman proposes national surveillance program after trump meeting the new york times,1,1,0.9642857142857143,"['top post nominee ‘ ’ at for christian ', 'meditation is like a human s way of ', 'weird al yankovic just made history ', 'university of iowa triggered by flyers ', 'thousands of appear at site of standing ']","['gay bunny book outsells pence family ', 'thousands travel home to ireland to ', 'no hours graduation ceremony for teen ', 'gop who doug lamborn thrown off the ', 'france agonizes over whether truck ']","{'top': 0.043478260869565216, 'post': 0.043478260869565216, 'nominee': 0.043478260869565216, '‘': 0.043478260869565216, '’': 0.043478260869565216}","{'gay': 0.045454545454545456, 'bunny': 0.045454545454545456, 'book': 0.045454545454545456, 'outsells': 0.045454545454545456, 'pence': 0.045454545454545456}"
11,gloomy days in the oil patch but some see a glimmer of light the new york times,1,gloomy days in the oil patch but some see a glimmer of light the new york times,1,1,0.9710144927536232,"['at warby parker a sense of exclusion ', 'former us accuses president trump claims ', 'launch protest against pope francis ', 'in speech for fallen officers trump ', 'repo fbi director will be germany into ']","['at least 5 dead in violent clashes ', 'e p a workers try to block pruitt in ', 'former student accuses in black killings ', '‘ great british off ’ california group ', 'paul ryan s exit is a reminder that ']","{'trump': 0.09090909090909091, 'warby': 0.045454545454545456, 'parker': 0.045454545454545456, 'sense': 0.045454545454545456, 'exclusion': 0.045454545454545456}","{'least': 0.038461538461538464, '5': 0.038461538461538464, 'dead': 0.038461538461538464, 'violent': 0.038461538461538464, 'clashes': 0.038461538461538464}"
12,prescription drugs time to “just say no”,1,prescription drugs time to “just say no”,0,0,0.979381443298969,"['gop food stamp bill might be harsh ', 'gop leaders fine with trump bombing ', 'cynthia nixon vows to keep fighting ', 'stephen colbe does some porn star math ', 'gina haspel confirmed as cia director ']","['mass protests planned if trump fires ', 'comedian chuck mccann the voice of ', 'republicans fill cou seat they denied ', 'colbe mocks trump s bonkers on a interview ', 'former clinton foundation ceo begging ']","{'gop': 0.07692307692307693, 'food': 0.038461538461538464, 'stamp': 0.038461538461538464, 'bill': 0.038461538461538464, 'might': 0.038461538461538464}","{'trump': 0.08333333333333333, 'mass': 0.041666666666666664, 'protests': 0.041666666666666664, 'planned': 0.041666666666666664, 'fires': 0.041666666666666664}"
13,pop warner is facing a class action lawsuit over concussions the new york times,1,pop warner is facing a class action lawsuit over concussions the new york times,1,1,1.0,"['youtube ’ s neighbors send stirring ', 'former plans accuses president of sexual ', 'rosenstein personally off on the raid ', 'republicans now marching with trump ', 'top us general pleads with troops not ']","['dominates michigan in ncaa championship ', 'harvey weinstein turns himself in to ', 'harvey weinstein gets oscar boost after ', 'gop leaders fine with trump bombing ', 'challenges colleges to stand up for ']","{'youtube': 0.047619047619047616, '’': 0.047619047619047616, 'neighbors': 0.047619047619047616, 'send': 0.047619047619047616, 'stirring': 0.047619047619047616}","{'harvey': 0.1, 'weinstein': 0.1, 'dominates': 0.05, 'michigan': 0.05, 'ncaa': 0.05}"
14,the real revolution is already here,1,the real revolution is already here,0,1,0.958904109589041,"['donald trump deutsche bank did clintons ', 'trump has options for undoing obama ', 'trump s scottish golf reso pays women ', 'trump admits to making something up ', 'trump halts u s funding of united nations ']","['trump s repo that secret gets win for ', 'the bachelorette bios are here and ', 'here s your first look at broadway ', 'trump says he ll longer deal with u ', 'and jack s bonkers has people they ']","{'trump': 0.2, 'donald': 0.04, 'deutsche': 0.04, 'bank': 0.04, 'clintons': 0.04}","{'trump': 0.1111111111111111, 'repo': 0.05555555555555555, 'secret': 0.05555555555555555, 'gets': 0.05555555555555555, 'win': 0.05555555555555555}"
15,in chicago teachers and black lives matter activists paner to build a bigger movement,1,in chicago teachers and black lives matter activists paner to build a bigger movement,0,0,0.9724770642201835,"['‘ jeopardy ’ fans would be able to ', 'former student is charged in killings ', 'in school nurse ’ s room tylenol bandages ', 'new york city council launches probe ', '‘ jeopardy ’ champion dies before she ']","['‘ we are the of the major of people ', 'how a hit on bernie sanders over the ', 'repo fbi will be any despite when company ', 'watch james corden get smashed in the ', 'repo fbi director comey facial recognition ']","{'’': 0.1111111111111111, '‘': 0.07407407407407407, 'jeopardy': 0.07407407407407407, 'fans': 0.037037037037037035, 'would': 0.037037037037037035}","{'repo': 0.09523809523809523, 'fbi': 0.09523809523809523, '‘': 0.047619047619047616, 'major': 0.047619047619047616, 'people': 0.047619047619047616}"
16,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,victoria beckham and shaq spoof sharknado in the weirdest reboot yet,0,0,0.9659090909090909,"['democrats push to be included in classified ', 'ohio voters have a chance to do something ', 'michael moore admits in women ever ', 'supreme cou to take hard look at something ', 'and jack s bonkers has people they ']","['privatize to get rid of passpos and ', 'top 10 scary list ghosts replaced by ', 'republicans now marching with trump ', 'rosenstein to republicans doj ‘ will ', 'syrian warn us turkey can ’ t be in ']","{'something': 0.09090909090909091, 'democrats': 0.045454545454545456, 'push': 0.045454545454545456, 'included': 0.045454545454545456, 'classified': 0.045454545454545456}","{'republicans': 0.09090909090909091, 'privatize': 0.045454545454545456, 'get': 0.045454545454545456, 'rid': 0.045454545454545456, 'passpos': 0.045454545454545456}"
17,re trump tells media secret obama story behind 2016 election,1,re trump tells media secret obama story behind 2016 election,1,1,0.9666666666666667,"['john krasinski s a quiet place is basically ', 'supreme cou rules priests do not have ', 'donald trump deutsche bank did clintons ', 'five reasons why belief in authority ', 'identity of michael cohen s mystery ']","['watch blue bid 000 on a like it s no ', 'michael moore admits no women ever ', 'supreme cou to priests do you have ', 'how to hit sinclair where it hus according ', 'gop who thinks he church ‘ the one ']","{'john': 0.045454545454545456, 'krasinski': 0.045454545454545456, 'quiet': 0.045454545454545456, 'place': 0.045454545454545456, 'basically': 0.045454545454545456}","{'watch': 0.045454545454545456, 'blue': 0.045454545454545456, 'bid': 0.045454545454545456, '000': 0.045454545454545456, 'like': 0.045454545454545456}"
18,renee zellweger is judy garland in first look at upcoming biopic,0,renee zellweger is judy garland in first look at upcoming biopic,0,0,0.9888888888888889,"['neil young fires daryl hannah are ready ', 'fox losing more adveisers after sexual ', 'senate passes equifax a favor to erect ', 'senate passes bill to be give memorial ', 'neil young chimes in on a crosby stills ']","['stephen colbe ’ s donald trump inspired ', 'stephen colbe ’ s trump ban awork is ', 'israeli soccer team beitar jerusalem ', 'oops denver post prints photo of wrong ', 'colbe mocks trump s failing to let ']","{'neil': 0.08, 'young': 0.08, 'senate': 0.08, 'passes': 0.08, 'fires': 0.04}","{'colbe': 0.10714285714285714, 'trump': 0.10714285714285714, 'stephen': 0.07142857142857142, '’': 0.07142857142857142, 'donald': 0.03571428571428571}"
19,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,buzzer beater gives notre dame win over mississippi state in 2018 national championship,0,0,0.9767441860465116,"['senate passes bill to be some memorial ', 'r kelly says the time s up about mess ', 'senate passes bill to be give memorial ', 'wrongfully convicted man is rehired ', 'colbe mocks trump for failing to stand ']","['designer of waterslide that decapitated ', 'launch protest against pope francis ', '138 were killed last year in record ', 'dhs kelly slams obama ’ s policies ', 'israeli soccer team beitar jerusalem ']","{'senate': 0.08695652173913043, 'passes': 0.08695652173913043, 'bill': 0.08695652173913043, 'memorial': 0.08695652173913043, 'r': 0.043478260869565216}","{'designer': 0.043478260869565216, 'waterslide': 0.043478260869565216, 'decapitated': 0.043478260869565216, 'launch': 0.043478260869565216, 'protest': 0.043478260869565216}"
20,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,player makes first contact with hidden aliens in ’elite dangerous’ breitba,1,1,0.9868421052631579,"['former trump doctor accuses president ', 'launch protest against pope francis ', 'former fbi accuses trump calls lawyer ', 'former clinton foundation ceo begging ', 'player makes first contact with hidden aliens in ’elite dangerous’ breitba']","['alan cumming this is the last gasp ', 'former clinton foundation ceo after ', 'e p a workers try to block pruitt in ', 'bill kristol backs ’ deep state ’ over ', 'former student accuses in black killings ']","{'former': 0.10344827586206896, 'trump': 0.06896551724137931, 'accuses': 0.06896551724137931, 'doctor': 0.034482758620689655, 'president': 0.034482758620689655}","{'former': 0.07692307692307693, '’': 0.07692307692307693, 'alan': 0.038461538461538464, 'cumming': 0.038461538461538464, 'last': 0.038461538461538464}"
21,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,hillary clintons election fraud finally exposed california stolen from bernie sanders,1,1,0.96,"['new york times journalists who broke ', 'fox news said to settle group of lawsuits ', 'us on liberalism past the rise of moral ', 'u s accuses chinese jet of too close ', 'fbi calls on hillary clinton will not ']","['giuliani says cohen never spoke with ', 'michael b jordan to produce film about ', 'gop who doug lamborn thrown off the ', 'john krasinski s a quiet place is basically ', 'supreme cou rules priests do not have ']","{'new': 0.04, 'york': 0.04, 'times': 0.04, 'journalists': 0.04, 'broke': 0.04}","{'giuliani': 0.045454545454545456, 'says': 0.045454545454545456, 'cohen': 0.045454545454545456, 'never': 0.045454545454545456, 'spoke': 0.045454545454545456}"
22,passengers on deadly southwest flight receive 5 000 checks,0,passengers on deadly southwest flight receive 5 000 checks,0,0,0.9625,"['lawmakers have added 32 8 million to ', 'man dies after getting head stuck in ', 'no or graduation ceremony for teen ', 'man dressed as elsa from frozen pushes ', 'gop food stamp bill might be harsh ']","['rose mcgowan wishes harvey weinstein ', 'us on outrage over white role explains ', 'mass protests lead armenian leader ', 'u s accuses chinese jet of too close ', 'iraqi car bomb jaw dropping crisis ']","{'man': 0.08333333333333333, 'lawmakers': 0.041666666666666664, 'added': 0.041666666666666664, '32': 0.041666666666666664, '8': 0.041666666666666664}","{'rose': 0.038461538461538464, 'mcgowan': 0.038461538461538464, 'wishes': 0.038461538461538464, 'harvey': 0.038461538461538464, 'weinstein': 0.038461538461538464}"
23,russia china japan south korea planning solar wind energy super grid,1,russia china japan south korea planning solar wind energy super grid,1,1,1.0,"['noh korea accuses diplomat of death ', 'republicans us marching with trump ', 'after de blasio held in syria day at ', 'republicans got shoot gerrymandering ', 'russia china japan south korea planning solar wind energy super grid']","['after fo lauderdale shooting rumor ', 'republicans head into ‘ terms ’ a problem ', 'supreme cou rules priests do not have ', 'republicans head into mid terms with ', 'high cou judges looking for a truss ']","{'korea': 0.06896551724137931, 'republicans': 0.06896551724137931, 'noh': 0.034482758620689655, 'accuses': 0.034482758620689655, 'diplomat': 0.034482758620689655}","{'republicans': 0.08695652173913043, 'head': 0.08695652173913043, 'terms': 0.08695652173913043, 'cou': 0.08695652173913043, 'fo': 0.043478260869565216}"
24,the trailer for matt bomer s controversial transgender movie is here,0,the trailer for matt bomer s controversial transgender movie is here,0,0,1.0,"['trump says he ll meet with kim jong ', 'what to watch on hulu that ’ s new ', 'trump says talks under way for release ', 'trump 60 russians closes russian consulate ', 'donald trump meets with black leaders ']","['the fundamentals will push gold silver ', 'trump to violate iran nuclear deal ', 'how to wong foo paved the way for the ', 'trump claims said to white house of ', 'trump claims without evidence that ']","{'trump': 0.16, 'says': 0.08, 'meet': 0.04, 'kim': 0.04, 'jong': 0.04}","{'trump': 0.13636363636363635, 'claims': 0.09090909090909091, 'fundamentals': 0.045454545454545456, 'push': 0.045454545454545456, 'gold': 0.045454545454545456}"
25,michelle wolf s netflix show trailer came out this weekend too,0,michelle wolf s netflix show trailer came out this weekend too,0,0,1.0,"['gop senator senator thinks laws created ', 'gop senator thinks would be pushing ', 'michael moore admits no women ever ', 'white house blames deadly gaza violence ', 'new han solo trailer features a twist ']","['trump s scottish golf reso pays women ', 'fbi debunks hillary clinton email trump ', 'breaking clinton “ what we have to ', 'michael moore bringing trump hate to ', 'new york times calls on gop to protect ']","{'senator': 0.10714285714285714, 'gop': 0.07142857142857142, 'thinks': 0.07142857142857142, 'laws': 0.03571428571428571, 'created': 0.03571428571428571}","{'trump': 0.11538461538461539, 'clinton': 0.07692307692307693, 'scottish': 0.038461538461538464, 'golf': 0.038461538461538464, 'reso': 0.038461538461538464}"
26,trump tells 57 000 honduran immigrants to leave or risk depoation,0,trump tells 57 000 honduran immigrants to leave or risk depoation,0,0,0.975609756097561,"['trump 60 russians closes russian consulate ', 'trump says he ll t hate in americans ', 'trump says he ll t even about white ', 'trump says he ll t even in white house ', 'trump says he ll t hate more than americans ']","['donald trump deutsche bank did not ', 'trump claims without evidence that ', 'trump continues attack on top dem i ', 'former trump doctor accuses president ', 'trump claims said to white house of ']","{'trump': 0.21739130434782608, 'says': 0.17391304347826086, 'hate': 0.08695652173913043, 'americans': 0.08695652173913043, 'even': 0.08695652173913043}","{'trump': 0.21739130434782608, 'claims': 0.08695652173913043, 'donald': 0.043478260869565216, 'deutsche': 0.043478260869565216, 'bank': 0.043478260869565216}"
27,two u s soldiers killed in kentucky helicopter crash army,0,two u s soldiers killed in kentucky helicopter crash army,0,0,0.9759036144578314,"['newest head cracker do you hear brainstorm ', 'and jack s bonkers has people they ', 'these could put you at risk for social ', 'u s transfers first guantánamo detainee ', 'france agonizes over whether truck ']","['weird al yankovic just made history ', 'privatize to get rid of passpos and ', 'another billionaire goes on the air ', 'how sweetbitter captures the grit and ', 'how to wong foo paved the way for the ']","{'newest': 0.047619047619047616, 'head': 0.047619047619047616, 'cracker': 0.047619047619047616, 'hear': 0.047619047619047616, 'brainstorm': 0.047619047619047616}","{'weird': 0.05, 'al': 0.05, 'yankovic': 0.05, 'made': 0.05, 'history': 0.05}"
28,rick and moy future still up in the air says co creator dan harmon,0,rick and moy future still up in the air says co creator dan harmon,0,0,0.9642857142857143,"['rick and moy future still up in the air says co creator dan harmon', 'former student foundation after begging ', 'white house repoedly to send pick for ', 'supreme cou to take hard look at paisan ', 'gop congresswoman blames deep state ']","['colbe mocks trump s failing to stand ', 'spirit cooking only the sta to hillary ', 'remy ma explains the impoance of melanin ', 'colbe mocks trump s bonkers on a interview ']","{'rick': 0.03333333333333333, 'moy': 0.03333333333333333, 'future': 0.03333333333333333, 'still': 0.03333333333333333, 'air': 0.03333333333333333}","{'colbe': 0.1111111111111111, 'mocks': 0.1111111111111111, 'trump': 0.1111111111111111, 'failing': 0.05555555555555555, 'stand': 0.05555555555555555}"
29,rudy giuliani reverses trump team s position says president can obstruct justice,0,rudy giuliani reverses trump team s position says president can obstruct justice,0,0,0.9775280898876404,"['white house calls for deep cuts to ', 'comey ag lynch directed me to call ', 'white house knew about rob poer allegations ', 'gop who thinks he made ‘ the horror ', 'white house repoedly to send pick for ']","['comey memo trump floated idea of jailing ', 'breaking obama “ we have not had a ', 'breaking clinton trump can be be federal ', 'breaking clinton “ we re being about ', 'fbi 33 000 criminal gangs 1 4 million ']","{'white': 0.11538461538461539, 'house': 0.11538461538461539, 'calls': 0.038461538461538464, 'deep': 0.038461538461538464, 'cuts': 0.038461538461538464}","{'breaking': 0.125, 'trump': 0.08333333333333333, '“': 0.08333333333333333, 'clinton': 0.08333333333333333, 'comey': 0.041666666666666664}"
30,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,leaked email shows monsanto executive v p invited to hillraiser fundraiser to put clinton into the white house for monsanto s benefit,1,1,0.9795918367346939,"['breaking multiple victims shot near ', 'video shows allegedly high after street ', 'oklahoma governor likens striking teachers ', 'exclusive — congressman ken ’ s ‘ the ', 'video oklahoma allegedly gathers to ']","['federal law doesn ’ t require healthcare ', 'leaked email shows monsanto executive ', 'john oliver didn t think i trolling ', 'federal cou doesn t have had enough ', 'federal black cities books to get a ']","{'video': 0.08, 'allegedly': 0.08, 'oklahoma': 0.08, 'breaking': 0.04, 'multiple': 0.04}","{'federal': 0.13636363636363635, 'law': 0.045454545454545456, '’': 0.045454545454545456, 'require': 0.045454545454545456, 'healthcare': 0.045454545454545456}"
31,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,blake farenthold says he won t repay 84 000 sexual harassment settlement,0,0,0.9659090909090909,"['giuliani says cohen never spoke with ', 'giuliani calls comey a baby for defending ', 'fema s latest excuse for why it s ignoring ', 'cops already patrol these students ', 'helen hunt gives update on ‘ mad about ']","['rudy giuliani reverses trump team s ', 'breaking clinton “ we re have to say ', 'breaking clinton “ we re have had to ', 'fox news all but ignores nationwide ', 'fbi search of cia leak suspect turned ']","{'giuliani': 0.08333333333333333, 'says': 0.041666666666666664, 'cohen': 0.041666666666666664, 'never': 0.041666666666666664, 'spoke': 0.041666666666666664}","{'breaking': 0.09090909090909091, 'clinton': 0.09090909090909091, '“': 0.09090909090909091, 'rudy': 0.045454545454545456, 'giuliani': 0.045454545454545456}"
32,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,shutting down speech by elizabeth warren g o p amplifies her message the new york times,1,1,0.9746835443037974,"['former miss accuses trump of sexual ', 'republicans fill cou seat they denied ', 'former us accuses trump of sexual assault ', 'former fbi accuses trump calls president ', 'former trump doctor accuses president ']","['few migrants from caravan allowed to ', 'paul ryan s exit is a reminder that ', 'e p a workers try to block pruitt in ', 'texas boy known as ‘ ’ and his father ', 'former student is charged in killings ']","{'former': 0.14814814814814814, 'accuses': 0.14814814814814814, 'trump': 0.14814814814814814, 'sexual': 0.07407407407407407, 'president': 0.07407407407407407}","{'migrants': 0.043478260869565216, 'caravan': 0.043478260869565216, 'allowed': 0.043478260869565216, 'paul': 0.043478260869565216, 'ryan': 0.043478260869565216}"
