index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
33,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,clinton campaign was warned that turkey’s erdogan was attempting to buy favor,1,1,0.9727272727272728,"['if clinton ’ s campaign cautious but ', 'former fbi accuses trump calls president ', 'if hillary clinton can ’ nuclear stop ', 'if clinton ’ re we will be great people ', 'if trump can rig be the new presidential ']","['blacks for trump rejoice trump has ', 'if you have alzheimer ’ s then and ', 'watch blue bid 000 on a time to s no ', 'watch blue bid 000 on a time it s no ', 'if trump says he could not no after ']","{'clinton': 0.13043478260869565, '’': 0.13043478260869565, 'trump': 0.08695652173913043, 'campaign': 0.043478260869565216, 'cautious': 0.043478260869565216}","{'trump': 0.15789473684210525, 'watch': 0.10526315789473684, 'blue': 0.10526315789473684, 'bid': 0.10526315789473684, '000': 0.10526315789473684}"
34,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,stephen colbe thinks he knows what dating app mike pence would use and it s hilarious,0,0,0.9583333333333334,"['colbe mocks giuliani for failing fox ', 'steven mnuchin sure seemed to enjoy ', 'white house preps spending cuts bill ', 'meghan mccain takes a swipe at white ', 'ex nfl player says he was arrested ']","['black teen nearly shot after knocking ', 'tomi lahren claims low skilled immigrants ', 'trevor noah breaks down the major flaw ', 'fox news melts down after hillary clinton ']","{'white': 0.07692307692307693, 'colbe': 0.038461538461538464, 'mocks': 0.038461538461538464, 'giuliani': 0.038461538461538464, 'failing': 0.038461538461538464}","{'black': 0.047619047619047616, 'teen': 0.047619047619047616, 'nearly': 0.047619047619047616, 'shot': 0.047619047619047616, 'knocking': 0.047619047619047616}"
35,why the trump team’s economic promises will be hard to execute the new york times,1,why the trump team’s economic promises will be hard to execute the new york times,1,1,0.9852941176470589,"['repo fbi ’ s facial recognition database ', 'how love simon brought the glorious ', 'how to gut the only major to rule to ', 'how to gut the only major and pollution ', 'a dream that survived on us a one zone ']","['donald trump executive order for every ', 'trump s pick for cia director won t ', 'a dream that survived is in a war zone ', 'watch blue bid 000 on a time s latest ']","{'gut': 0.09523809523809523, 'major': 0.09523809523809523, 'repo': 0.047619047619047616, 'fbi': 0.047619047619047616, '’': 0.047619047619047616}","{'trump': 0.10526315789473684, 'donald': 0.05263157894736842, 'executive': 0.05263157894736842, 'order': 0.05263157894736842, 'every': 0.05263157894736842}"
36,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,jim carrey s new blood dripping porait takes aim at national disgrace nra,0,0,0.9696969696969697,"['r kelly says the lawyer s up that people ', 'senate cou pick who said planned parenthood ', 'r kelly accusers to be up to force ', 'fox news guest personally asks donald ', 'high cou judges looking for a truss ']","['r kelly says the time s up on one off ', 'israeli soccer team beitar jerusalem ', 'r kelly says the streets on say no ', 'r kelly says the time s up on putin ', 'fox news all but ignores nationwide ']","{'r': 0.07692307692307693, 'kelly': 0.07692307692307693, 'cou': 0.07692307692307693, 'says': 0.038461538461538464, 'lawyer': 0.038461538461538464}","{'r': 0.125, 'kelly': 0.125, 'says': 0.125, 'time': 0.08333333333333333, 'one': 0.041666666666666664}"
37,quand l’a s’invite dans les usines de l’oural,1,quand l’a s’invite dans les usines de l’oural,1,1,0.9642857142857143,"['‘ sanctuary cities ’ are working in ', 'video oklahoma community gathers to ', 'tim kaine clinton email announcement ', 'review in ‘ independence the resurgence ', 'how putin pay but it have to get and ']","['sent gold away to keep it from the ', 'at ampt cellphone users unable to call ', '‘ jeopardy focus on street ’ could ', '‘ jeopardy ’ champion dies before she ', 'paleontologist talks about fossil ‘ ']","{'‘': 0.09523809523809523, 'sanctuary': 0.047619047619047616, 'cities': 0.047619047619047616, '’': 0.047619047619047616, 'working': 0.047619047619047616}","{'‘': 0.125, 'jeopardy': 0.08333333333333333, '’': 0.08333333333333333, 'sent': 0.041666666666666664, 'gold': 0.041666666666666664}"
38,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,trump’s economic vows may be harder to hit after a slow 2016 the new york times,1,1,1.0,"['a prince tribute bloomed and gave the ', 'how putin hit but it up to get a future ', 'watch demon clown pennywise returns ', 'trump s doctor says trump basically ', 'trump praises senate for moving to ']","['watch madonna warns of ’ new age of ', 'repo fbi can be facial recognition ', 'in school nurse ’ s room tylenol bandages ', 'trump s pick for cia director won t ']","{'trump': 0.13636363636363635, 'prince': 0.045454545454545456, 'tribute': 0.045454545454545456, 'bloomed': 0.045454545454545456, 'gave': 0.045454545454545456}","{'’': 0.1, 'watch': 0.05, 'madonna': 0.05, 'warns': 0.05, 'new': 0.05}"
39,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,1,media matters brags taking lou dobbs off cnn glenn beck off fox project veritas,0,0,0.99,"['time s up demands investigation into ', 'former fbi deputy director andrew mccabe ', 'no hours graduation ceremony for teen ', 'neil young chimes in on a crosby stills ', 'five inside resolution denying israeli ']","['sweden just made a staling confession ', 'no hours of raging deadly prison violence ', 'michael keaton ends kent state commencement ', 'rose mcgowan wishes harvey weinstein ', 'no hours after raging of prison violence ']","{'time': 0.043478260869565216, 'demands': 0.043478260869565216, 'investigation': 0.043478260869565216, 'former': 0.043478260869565216, 'fbi': 0.043478260869565216}","{'hours': 0.08333333333333333, 'raging': 0.08333333333333333, 'prison': 0.08333333333333333, 'violence': 0.08333333333333333, 'sweden': 0.041666666666666664}"
40,coffee shop refuses to serve man after racist rant against woman in niqab,0,coffee shop refuses to serve man after racist rant against woman in niqab,0,0,0.9894736842105263,"['r kelly says the streets s plant him ', '17 year old indigo child message to ', 'fox losing more adveisers after sexual ', 'cynthia nixon vows to keep fighting ', 'coffee shop refuses to serve man after racist rant against woman in niqab']","['samantha bee uses sean hannity s own ', 'samantha bee s parents think america ', 'idris elba to get even sexier by showing ', 'conan o brien in on the royal wedding ', 'capitol police officer henry cabrera ']","{'r': 0.034482758620689655, 'kelly': 0.034482758620689655, 'says': 0.034482758620689655, 'streets': 0.034482758620689655, 'plant': 0.034482758620689655}","{'samantha': 0.08, 'bee': 0.08, 'uses': 0.04, 'sean': 0.04, 'hannity': 0.04}"
41,the truth about what happened to mh17 – a video investigation,1,the truth about what happened to mh17 – a video investigation,1,1,0.9571428571428572,"['trump claims said to be able to australia ', 'trump s attempt to make an example ', 'former clinton foundation ceo begging ', 'trump continues attack on top dem i ', 'if trump can t be able to hear own ']","['trump s pick for cia director won t ', 'watch blue bid 000 on a like it s no ', 'trump returns to white house without ', 'a candidate rises on on control over ', 'supreme cou rules priests do not have ']","{'trump': 0.18181818181818182, 'able': 0.09090909090909091, 'claims': 0.045454545454545456, 'said': 0.045454545454545456, 'australia': 0.045454545454545456}","{'trump': 0.09523809523809523, 'pick': 0.047619047619047616, 'cia': 0.047619047619047616, 'director': 0.047619047619047616, 'watch': 0.047619047619047616}"
42,daniel akaka first native hawaiian in senate dies at 93,0,daniel akaka first native hawaiian in senate dies at 93,0,0,0.975609756097561,"['fbi calls on hillary clinton ’ s campaign ', 'new han solo trailer features a twist ', 'man burns himself trying to sta fire ', 'five inside resolution denying israeli ', 'simpsons creator on apu debate people ']","['david clarke makes a tacky homophobic ', 'twitter users shred donald trump over ', 'donald trump deutsche bank did clintons ', 'former trump doctor accuses president ', 'laura ingraham by yet another despite ']","{'fbi': 0.037037037037037035, 'calls': 0.037037037037037035, 'hillary': 0.037037037037037035, 'clinton': 0.037037037037037035, '’': 0.037037037037037035}","{'trump': 0.12, 'donald': 0.08, 'david': 0.04, 'clarke': 0.04, 'makes': 0.04}"
43,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,jim carrey stas controversy with painting that looks like sarah huckabee sanders,0,0,1.0,"['ryan reynolds went on a south korean ', 'former oklahoma foundation ceo calls ', 'broad city star her sexuality i kind ', 'laura ingraham ripped on twitter for ', '32 year old minor leaguer called up ']","['colin kaepernick receives amnesty international ', 'us on outrage over white role explains ', 'hey msm illegal alien suppoer makes ', 'iraqi car bomb jaw dropping crisis ']","{'ryan': 0.04, 'reynolds': 0.04, 'went': 0.04, 'south': 0.04, 'korean': 0.04}","{'colin': 0.045454545454545456, 'kaepernick': 0.045454545454545456, 'receives': 0.045454545454545456, 'amnesty': 0.045454545454545456, 'international': 0.045454545454545456}"
44,fire riot at venezuelan police station leaves 68 dead,0,fire riot at venezuelan police station leaves 68 dead,0,0,0.979381443298969,"['these old marijuana movie posters may ', 'man dies after getting head stuck in ', 'gop leaders fine with trump bombing ', 'ohio voters have a chance to do something ', 'snowden reveals how easy it is to hack ']","['cnn contributor blames breitba white ', 'energy update stargates are active ', 'rose mcgowan wishes harvey weinstein ', 'meditation is like a human s way of ', '13 reasons why goes beyond the tapes ']","{'old': 0.045454545454545456, 'marijuana': 0.045454545454545456, 'posters': 0.045454545454545456, 'may': 0.045454545454545456, 'man': 0.045454545454545456}","{'cnn': 0.043478260869565216, 'contributor': 0.043478260869565216, 'blames': 0.043478260869565216, 'breitba': 0.043478260869565216, 'white': 0.043478260869565216}"
45,thousands of buffalo appear at site of standing rock protest watch,1,thousands of buffalo appear at site of standing rock protest watch,1,1,0.9571428571428572,"['u s admits in syria meant to hit isis ', 'former us accuses trump s accuses of ', 'former fbi accuses trump andrew accuses ', 'republicans fill cou seat they denied ', 'repo fbi ’ s facial recognition database ']","['u s hits russia with sanctions for ', 'few migrants from caravan allowed to ', 'senate passes bill to be 100 000 to ', 'republicans got with gerrymandering ', 'launch protest against pope francis ']","{'accuses': 0.14285714285714285, 'former': 0.07142857142857142, 'trump': 0.07142857142857142, 'fbi': 0.07142857142857142, 'u': 0.03571428571428571}","{'u': 0.05263157894736842, 'hits': 0.05263157894736842, 'russia': 0.05263157894736842, 'sanctions': 0.05263157894736842, 'migrants': 0.05263157894736842}"
46,opinion hillary is the whore of babylon and is not human,1,opinion hillary is the whore of babylon and is not human,1,1,0.9746835443037974,"['donald trump deutsche bank did clintons ', 'former student accuses trump in sexual ', 'opinion hillary is the whore of babylon and is not human', 'tim kaine clinton email announcement ', 'repo fbi will be facial recognition ']","['supreme cou to take hard look at paisan ', 'repo fbi can be facial recognition ', 'how to hit sinclair where it hus according ', 'former fbi deputy director andrew mccabe ', 'new york city council launches probe ']","{'trump': 0.08333333333333333, 'donald': 0.041666666666666664, 'deutsche': 0.041666666666666664, 'bank': 0.041666666666666664, 'clintons': 0.041666666666666664}","{'fbi': 0.07692307692307693, 'supreme': 0.038461538461538464, 'cou': 0.038461538461538464, 'take': 0.038461538461538464, 'hard': 0.038461538461538464}"
47,what if joaquin phoenix is friendlier than he gets credit for,0,what if joaquin phoenix is friendlier than he gets credit for,0,0,0.9805825242718447,"['giuliani says trump repaid lawyer for ', 'donald trump is actually freedom with ', 'new federal data shows how black students ', 'donald trump executive order with a ', 'trump says he ll meet with kim jong ']","['fbi debunks hillary s conspiracy theory ', 'giuliani says trump lawyer michael ', 'breaking clinton “ re we have to see ', 'breaking clinton “ we re being about ', 'fbi search of cia leak suspect turned ']","{'trump': 0.16666666666666666, 'says': 0.08333333333333333, 'donald': 0.08333333333333333, 'giuliani': 0.041666666666666664, 'repaid': 0.041666666666666664}","{'fbi': 0.08695652173913043, 'breaking': 0.08695652173913043, 'clinton': 0.08695652173913043, '“': 0.08695652173913043, 'debunks': 0.043478260869565216}"
48,this democrat just became the longest serving woman in the house,0,this democrat just became the longest serving woman in the house,0,0,0.9819819819819819,"['no or graduation ceremony for teen ', 'supreme cou to priests do you have ', 'supreme cou to take hard look at paisan ', 'for openly gay actor singer nakhane ', 'nation ’ s top lawyers have had enough ']","['donald trump deutsche bank did not ', 'donald trump deutsche bank did clintons ', 'trump claims said to be able to hit ', 'trump repoedly tells to settle something ', 'trump to violate iran nuclear deal ']","{'supreme': 0.09090909090909091, 'cou': 0.09090909090909091, 'graduation': 0.045454545454545456, 'ceremony': 0.045454545454545456, 'teen': 0.045454545454545456}","{'trump': 0.20833333333333334, 'donald': 0.08333333333333333, 'deutsche': 0.08333333333333333, 'bank': 0.08333333333333333, 'clintons': 0.041666666666666664}"
49,meet the pro gun democrat taking on congress’ mini trump,0,meet the pro gun democrat taking on congress’ mini trump,0,0,0.9803921568627451,"['what to watch on hulu that ’ s new ', 'can dads parent while mom is marching ', 'what to watch on amazon prime that ', 'u s hits russia with sanctions for ', 'can agree on one thing u s was behind ']","['u s election cycle offers kremlin a ', 'if hillary clinton can ’ nuclear deal ', 'donald trump is not freedom for the ', 'former trump accuses president accuses ', 'u s accuses chinese jet of too close ']","{'watch': 0.1, 'u': 0.1, 'hulu': 0.05, '’': 0.05, 'new': 0.05}","{'accuses': 0.13043478260869565, 'u': 0.08695652173913043, 'trump': 0.08695652173913043, 'election': 0.043478260869565216, 'cycle': 0.043478260869565216}"
50,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,jenna fischer wore a towel on jimmy kimmel after a wardrobe malfunction,0,0,0.9649122807017544,"['colbe mocks giuliani for cia tax baby ', 'facebook faces high profile lawsuit ', 'sean penn rips steve bannon you can ', 'laura ingraham s guest mocks her on ', 'fox news guest personally at donald ']","['trevor noah breaks down the major flaw ', 'taraji p henson s cardi b impression ', 'trevor noah unveils hilarious recruitment ', 'cynthia nixon would rather be the good ']","{'mocks': 0.08, 'guest': 0.08, 'colbe': 0.04, 'giuliani': 0.04, 'cia': 0.04}","{'trevor': 0.09523809523809523, 'noah': 0.09523809523809523, 'breaks': 0.047619047619047616, 'major': 0.047619047619047616, 'flaw': 0.047619047619047616}"
51,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,‘great british bake off’ will leave bbc and two hosts quit the new york times,1,1,0.9655172413793104,"['repo 33 of jay z ’ s for million ’ ', 'former clinton foundation ceo after ', 'repo fbi director will take pick 1 ', 'how chicago ’ s leading latino progressive ', 'repo fbi director order asks because ']","['at least 5 dead in violent clashes ', 'at ampt cellphone users unable to call ', 'small town attack ’ african arab ’ ', '‘ jeopardy ’ fans but would able to ', 'at new york city ballet lacing up their ']","{'repo': 0.1111111111111111, '’': 0.1111111111111111, 'fbi': 0.07407407407407407, 'director': 0.07407407407407407, '33': 0.037037037037037035}","{'’': 0.10714285714285714, 'least': 0.03571428571428571, '5': 0.03571428571428571, 'dead': 0.03571428571428571, 'violent': 0.03571428571428571}"
52,colin kaepernick receives amnesty international s highest honor for activism,0,colin kaepernick receives amnesty international s highest honor for activism,0,0,0.9692307692307692,"['repo fbi who said would ve kills as ', 'colin kaepernick receives amnesty international s highest honor for activism', 'man dressed as elsa from frozen pushes ', 'bill maher shreds donald trump likens ', 'former fbi deputy director andrew mccabe ']","['r kelly accused of knowingly and intentionally ', 'iraqi car bomb jaw dropping crisis ', 'us on christian alien in germany speech ', 'repo fbi director andrew andrew mccabe ', 'former clinton foundation ceo begging ']","{'fbi': 0.06666666666666667, 'repo': 0.03333333333333333, 'said': 0.03333333333333333, 'would': 0.03333333333333333, 'kills': 0.03333333333333333}","{'andrew': 0.07407407407407407, 'r': 0.037037037037037035, 'kelly': 0.037037037037037035, 'accused': 0.037037037037037035, 'knowingly': 0.037037037037037035}"
53,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,spirit cooking only the sta to hillary clinton’s dark satanic magic,1,1,0.971830985915493,"['newshour in joy after being able to ', 'watch blue bid 000 on a time for donald ', 'spirit cooking only the sta to hillary ', 'how putin ’ s plan to collect former ', 'places most unsettled by rapid demographic ']","['gop led house panel ends its russia ', 'a candidate rises on vows to control ', 'robbin season s true criminal is revealed ', 'alan cumming this is the last gasp ', 'former student foundation ceo after ']","{'newshour': 0.045454545454545456, 'joy': 0.045454545454545456, 'able': 0.045454545454545456, 'watch': 0.045454545454545456, 'blue': 0.045454545454545456}","{'gop': 0.043478260869565216, 'led': 0.043478260869565216, 'house': 0.043478260869565216, 'panel': 0.043478260869565216, 'ends': 0.043478260869565216}"
54,obama loses it goes off on audience information clearing house ich,1,obama loses it goes off on audience information clearing house ich,1,1,0.9642857142857143,"['white house knew about rob poer allegations ', 'statue in suffragist millicent fawcett ', 'fbi debunks hillary clinton email trump ', 'fbi debunks hillary clinton email will ', 'fbi debunks hillary clinton s ‘ trump ']","['fox news repoer personally asks over ', 'michael moore admits in death ever ', 'new han solo trailer features a twist ', 'gop led house panel ends its russia ', 'fox news said personally asks all to ']","{'fbi': 0.1111111111111111, 'debunks': 0.1111111111111111, 'hillary': 0.1111111111111111, 'clinton': 0.1111111111111111, 'email': 0.07407407407407407}","{'fox': 0.07407407407407407, 'news': 0.07407407407407407, 'personally': 0.07407407407407407, 'asks': 0.07407407407407407, 'repoer': 0.037037037037037035}"
55,police struggle to find possible motives for austin bombings,0,police struggle to find possible motives for austin bombings,0,0,0.958904109589041,"['republicans head into mid terms with ', 'lawmakers have added 32 8 million to ', 'china marks another milestone in quest ', 'ohio voters have a chance to do something ', 'cynthia nixon vows to keep fighting ']","['larry nassar ’ s boss accused of students ', 'us on outrage over white role explains ', 'youtube ’ s neighbors send stirring ', 'no hours of raging deadly prison violence ', 'republicans fill cou seat do denied ']","{'republicans': 0.043478260869565216, 'head': 0.043478260869565216, 'mid': 0.043478260869565216, 'terms': 0.043478260869565216, 'lawmakers': 0.043478260869565216}","{'’': 0.07692307692307693, 'larry': 0.038461538461538464, 'nassar': 0.038461538461538464, 'boss': 0.038461538461538464, 'accused': 0.038461538461538464}"
56,questioning gender amid a chaotic east village childhood the new york times,1,questioning gender amid a chaotic east village childhood the new york times,1,1,0.9583333333333334,"['china tries to censor ai victory against ', 'republicans got questions about the ', 'soros groups behind massive anti trump ', 'larry nassar ’ s boss accused of students ', 'german media promotes migrants replacing ']","['ex repoer charged with making bomb ', 'clergy abuse victims took their stories ', 'republicans head into mid terms with ', 'china tries to censor ai victory over ', 'arab soccer players refuse to sing ']","{'china': 0.04, 'tries': 0.04, 'censor': 0.04, 'ai': 0.04, 'victory': 0.04}","{'ex': 0.041666666666666664, 'repoer': 0.041666666666666664, 'charged': 0.041666666666666664, 'making': 0.041666666666666664, 'bomb': 0.041666666666666664}"
57,new england patriots elizabeth ii your monday evening briefing the new york times,1,new england patriots elizabeth ii your monday evening briefing the new york times,1,1,0.9662921348314607,"['‘ great british off ’ will leave bbc ', 'syrian warn us turkey can ’ t be in ', '‘ us anti trump protests similar to ', 'syrian warn us turkey can ’ t be <end> ', 'u s hits with russia election for election ']","['newest head cracker do you hear brainstorm ', '5 ways netflix tricks you into watching ', 'and think have not ‘ businesses ’ has ', 'u s transfers first guantánamo detainee ', 'ohio voters have a chance to do something ']","{'’': 0.1111111111111111, 'us': 0.1111111111111111, '‘': 0.07407407407407407, 'syrian': 0.07407407407407407, 'warn': 0.07407407407407407}","{'newest': 0.043478260869565216, 'head': 0.043478260869565216, 'cracker': 0.043478260869565216, 'hear': 0.043478260869565216, 'brainstorm': 0.043478260869565216}"
58,chilean clergy abuse victims took their stories of survival to pope francis,0,chilean clergy abuse victims took their stories of survival to pope francis,0,0,0.9620253164556962,"['republicans head into mid terms with ', 'republicans got shoot with at the foot ', 'arab soccer players refuse to sing ', 'at least 5 dead in violent clashes ', 'high cou judges looking for a truss ']","['republicans fill cou seat they denied ', 'republicans may shoot themselves in ', 'former student accuses in in killings ', 'former plans accuses president of sexual ', 'r kelly accused of knowingly and intentionally ']","{'republicans': 0.08695652173913043, 'head': 0.043478260869565216, 'mid': 0.043478260869565216, 'terms': 0.043478260869565216, 'got': 0.043478260869565216}","{'republicans': 0.09090909090909091, 'former': 0.09090909090909091, 'accuses': 0.09090909090909091, 'fill': 0.045454545454545456, 'cou': 0.045454545454545456}"
59,katie ledecky smashes her own world record in 400 freestyle the new york times,1,katie ledecky smashes her own world record in 400 freestyle the new york times,1,1,0.974025974025974,"['republicans head into mid terms with ', 'no charges but harsh criticism for ', 'american nightmare tyranny under the ', '3 more repoed held in bastille day ', '5 tips for reading the polls like a ']","['china tries to censor ai victory over ', 'these could put you at risk for social ', '2 women accuse tom brokaw of sexual ', 'ohio voters have a chance to do something ', 'newest head cracker do you hear brainstorm ']","{'republicans': 0.05, 'head': 0.05, 'mid': 0.05, 'terms': 0.05, 'charges': 0.05}","{'china': 0.041666666666666664, 'tries': 0.041666666666666664, 'censor': 0.041666666666666664, 'ai': 0.041666666666666664, 'victory': 0.041666666666666664}"
60,james corden recruits celebrity repoers to investigate who bit beyoncé,0,james corden recruits celebrity repoers to investigate who bit beyoncé,0,0,1.0,"['bill maher confronts dear friend roseanne ', 'colbe mocks giuliani for cia tax baby ', 'r kelly accusers say they had to ask ', 'nikki haley hits back at white house ', 'man burns himself trying to sta fire ']","['taraji p henson s cardi b impression ', 'trevor noah breaks down the major flaw ', 'betsy devos stirs uproar by saying ', 'fox news melts down after hillary clinton ']","{'bill': 0.03571428571428571, 'maher': 0.03571428571428571, 'confronts': 0.03571428571428571, 'dear': 0.03571428571428571, 'friend': 0.03571428571428571}","{'taraji': 0.047619047619047616, 'p': 0.047619047619047616, 'henson': 0.047619047619047616, 'cardi': 0.047619047619047616, 'b': 0.047619047619047616}"
61,breaking obama now considering maial law because of mass riots conservative daily post,1,breaking obama now considering maial law because of mass riots conservative daily post,1,1,0.9690721649484536,"['breaking obama “ we have not had a ', 'breaking clinton “ what we have not ', 'fox news melts down after hillary clinton ', 'breaking clinton “ we re have to head ', 'breaking clinton “ we re have to federal ']","['new federal data shows how black students ', 'a candidate rises on on control over ', 'former fbi director director andrew ', 'breaking putin just gave obama 24 hours ', 'gop state senator thinks laws created ']","{'breaking': 0.21052631578947367, '“': 0.21052631578947367, 'clinton': 0.21052631578947367, 'obama': 0.05263157894736842, 'fox': 0.05263157894736842}","{'director': 0.07692307692307693, 'new': 0.038461538461538464, 'federal': 0.038461538461538464, 'data': 0.038461538461538464, 'shows': 0.038461538461538464}"
62,slovakia s prime minister fico quits amid crisis over murdered journalist,0,slovakia s prime minister fico quits amid crisis over murdered journalist,0,0,0.99,"['man dies after torrential rains cause ', 'gina haspel confirmed as cia director ', 'man dies after getting head stuck in ', 'cohen denies repo that mueller has ', 'neil young chimes in on a crosby stills ']","['alarmist repo eah to lose 67 of wildlife ', 'no hours of raging deadly prison violence ', 'fbi debunks hillary clinton email is ', 'iraqi car bomb jaw dropping crisis ', 'hey msm illegal alien suppoer makes ']","{'man': 0.08333333333333333, 'dies': 0.08333333333333333, 'torrential': 0.041666666666666664, 'rains': 0.041666666666666664, 'cause': 0.041666666666666664}","{'alarmist': 0.03571428571428571, 'repo': 0.03571428571428571, 'eah': 0.03571428571428571, 'lose': 0.03571428571428571, '67': 0.03571428571428571}"
63,make music great again with these 10 trumped up album covers,1,make music great again with these 10 trumped up album covers,0,0,1.0,"['man dressed as elsa from frozen pushes ', 'former oklahoma foundation ceo calls ', 'facebook plans new stock class to solidify ', 'israeli forces kill at least 16 palestinian ', 'at least 5 dead in violent clashes ']","['us on outrage over white role explains ', 'alarmist repo eah to lose 67 of wildlife ', 'no jail time for walk of fame trump ', 'facebook defends its use of secret ', 'former plans accuses president of sexual ']","{'least': 0.07407407407407407, 'man': 0.037037037037037035, 'dressed': 0.037037037037037035, 'elsa': 0.037037037037037035, 'frozen': 0.037037037037037035}","{'us': 0.04, 'outrage': 0.04, 'white': 0.04, 'role': 0.04, 'explains': 0.04}"
64,hey msm illegal alien suppoer makes death threat against trump in spanish,1,hey msm illegal alien suppoer makes death threat against trump in spanish,0,0,0.9558823529411765,"['senate passes bill to be thousands ', 'former fbi deputy director andrew mccabe ', 'repo 33 of jay z claims claims for ', 'senate passes bill to be 100 000 to ', 'former fbi director director andrew ']","['fox news all but ignores nationwide ', 'designer of waterslide that decapitated ', 'they fled war at home now they ’ re ', 'former clinton foundation ceo begging ', 'iraqi army discovers us made missiles ']","{'director': 0.11538461538461539, 'senate': 0.07692307692307693, 'passes': 0.07692307692307693, 'bill': 0.07692307692307693, 'former': 0.07692307692307693}","{'fox': 0.045454545454545456, 'news': 0.045454545454545456, 'ignores': 0.045454545454545456, 'nationwide': 0.045454545454545456, 'designer': 0.045454545454545456}"
65,u s mexico and canada likely to affirm joint world cup bid the new york times,1,u s mexico and canada likely to affirm joint world cup bid the new york times,1,1,0.9666666666666667,"['a third woman is suing to break trump ', 'watch more car mayhem in ’ fate of ', 'u s hits for russia sanctions for election ', '‘ great british off trump will get ', '‘ things anti trump has similar to ']","['‘ they broke it ’ m not a complete ', '‘ ’ has the second best care on congress ', '‘ great british off ’ california wall ', 'what to watch on amazon prime that ', 'a super bowl awash in politics on social ']","{'trump': 0.12, '‘': 0.08, 'third': 0.04, 'woman': 0.04, 'suing': 0.04}","{'‘': 0.125, '’': 0.125, 'broke': 0.041666666666666664, 'complete': 0.041666666666666664, 'second': 0.041666666666666664}"
