index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words,time to generate
0,windtalkers celebrates the human spirit and packs an emotional wallop,1,a movie that loses sight of its own story <end> ,0,0,0.974025974025974,"['the film is a primer on its own it s a of healthy ', 'a movie that so tale about being a bunch of time in ', 'a movie that one would have been seen in advance or ', 'a movie that loses sight of its own story <end> ', 'the film s so uninspiring that could a taste of the ']","['the film is a primer on its beach with great dialogue ', 'a film that rare fresh well acted and when it s a ', 'a movie that one of the best films of the year the ', 'a movie that so of the best films like a confidence ', 'the film s a gaudy bag of a icon that s career to ']","{'primer': 0.06666666666666667, 'healthy': 0.06666666666666667, 'tale': 0.06666666666666667, 'bunch': 0.06666666666666667, 'time': 0.06666666666666667}","{'best': 0.1, 'films': 0.1, 'primer': 0.05, 'beach': 0.05, 'great': 0.05}",0.05951809883117676
1,filmmakers have to dig deep to sink this low founately for all involved this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water,0,the film has the perfect characters are not to compromise ,1,1,0.9767441860465116,"['the film is so many of the time it s so bad that it ', 'the film has the heavy handed that takes up with a ', 'the film has the perfect characters are not to lend ', 'the film has the perfect characters are not to compromise ', 'the film has a laundry cast of human observation and ']","['the film is too many out of these guys are john in ', 'the film has a laundry list of movie experiences will ', 'the film has a laundry cast of movie references but ', 'the film has a laundry exercise in camera work but ']","{'perfect': 0.125, 'characters': 0.125, 'many': 0.0625, 'time': 0.0625, 'bad': 0.0625}","{'laundry': 0.23076923076923078, 'many': 0.07692307692307693, 'guys': 0.07692307692307693, 'john': 0.07692307692307693, 'list': 0.07692307692307693}",0.026093482971191406
2,what staed out as a taut contest of wills between bacon and theron deteriorates into a protracted and borderline silly chase sequence,0,the film s so uninspiring that could a taste of the ,0,0,0.9487179487179487,"['the film is a primer on its own animated tv in which ', 'the film s so uninspiring that could a taste of the ', 'the film is so many of its own in reality tv and his ', 'the film is so of the reassuring manner of a good ', 'the film is so many of its own in reality filmmaking ']","['it s a very tasteful to look at it s so devoid of ', 'the film has a laundry exercise in camera and that ', 'the film is a primer on the beach with humor and humor ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own hollywood director ']","{'tv': 0.13333333333333333, 'many': 0.13333333333333333, 'reality': 0.13333333333333333, 'primer': 0.06666666666666667, 'animated': 0.06666666666666667}","{'primer': 0.13333333333333333, 'humor': 0.13333333333333333, 'tasteful': 0.06666666666666667, 'look': 0.06666666666666667, 'devoid': 0.06666666666666667}",0.029325485229492188
3,a mean spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,0,the film is a primer on its own in town with sensitivity ,1,1,0.9318181818181818,"['the film is a primer on its own in town with sensitivity ', 'the film is a primer on the film s delicate little ', 'the film is a primer on its own and fills one of america ', 'the film is so of the best films of the year with ', 'a movie that one of the best films of the situation ']","['the film is a primer on its own it fills a good movie ', 'the film is so many of its own in reality filmmaking ', 'the film is too many or even through the movie s mid ', 'the film is a primer on its own director director ', 'the film is too many or even through the movie s of ']","{'primer': 0.17647058823529413, 'one': 0.11764705882352941, 'best': 0.11764705882352941, 'films': 0.11764705882352941, 'town': 0.058823529411764705}","{'many': 0.21428571428571427, 'primer': 0.14285714285714285, 'even': 0.14285714285714285, 'director': 0.14285714285714285, 'fills': 0.07142857142857142}",0.03040003776550293
4,sma funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1,the film is a primer on its own it s a of healthy ,1,1,0.9696969696969697,"['the film is so of those who try to look at but it ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on the beach with humor and american ']","['the film is so many of its own in reality tv in which ', 'the film is a primer on sentence of the film a movie ', 'the film is too many or even through the movie s of ', 'the film is a primer on its own and director michael ']","{'primer': 0.2857142857142857, 'try': 0.07142857142857142, 'look': 0.07142857142857142, 'hollywood': 0.07142857142857142, 'director': 0.07142857142857142}","{'many': 0.2, 'primer': 0.2, 'reality': 0.1, 'tv': 0.1, 'sentence': 0.1}",0.027996540069580078
5,it s difficult for a longtime admirer of his work to not be swept up in invincible and overlook its drawbacks,0,the film s so uninspiring that could a taste of the ,0,0,1.0,"['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own it feels like a lot ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv in which ', 'the film is so of the 70s it would be better than ']","['it s a very tasteful rock and roll movie you could ', 'the film is so of the reassuring manner of a good ', 'it s a very tasteful to look at it s so devoid of ', 'the film is so consistently that the impoance of human ', 'the film is so of the best films of the year with ']","{'primer': 0.1875, 'tv': 0.125, 'fills': 0.0625, 'good': 0.0625, 'feels': 0.0625}","{'tasteful': 0.125, 'rock': 0.0625, 'roll': 0.0625, 'could': 0.0625, 'reassuring': 0.0625}",0.02856302261352539
6,feels like six different movies fighting each other for attention,0,a very funny look at how it used to be <end> ,1,1,0.9818181818181818,"['the film is so many that its through the film s mid ', 'a film that so fresh and sugary that could be really ', 'a movie that so lovingly and present the most of screen ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on its own it fills a strong ']","['the film s a gaudy bag of stale candy ever made a ', 'a movie that rare into the reunion of and the only ', 'the film is a primer on its own director director ', 'a movie that one would have been seen in advance or ', 'the film is so many of its own in reality tv and his ']","{'many': 0.06666666666666667, 'mid': 0.06666666666666667, 'fresh': 0.06666666666666667, 'sugary': 0.06666666666666667, 'could': 0.06666666666666667}","{'director': 0.1111111111111111, 'gaudy': 0.05555555555555555, 'bag': 0.05555555555555555, 'stale': 0.05555555555555555, 'candy': 0.05555555555555555}",0.02842569351196289
7,its scenes and sensibility are all more than familiar but it exudes a kind of nostalgic spy movie charm and at the same time is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time,1,the movie has the number of gloss the holocaust faced ,0,0,0.9577464788732394,"['the movie has the number of gloss the holocaust faced ', 'the movie has been in years old but director in the ', 'the movie has all the rules of attraction is told ', 'the movie has been in years old but even as they re ', 'the movie has been in years old but director michael ']","['the movie has been more than a fair film if he s changed ', 'the movie has been more than a bit of the film s a ', 'the film has a laundry cast of war shocomings but ', 'the movie has the fact that the best only life but ', 'the movie has the fact that the best only life year ']","{'years': 0.17647058823529413, 'old': 0.17647058823529413, 'director': 0.11764705882352941, 'number': 0.058823529411764705, 'gloss': 0.058823529411764705}","{'fact': 0.14285714285714285, 'best': 0.14285714285714285, 'life': 0.14285714285714285, 'fair': 0.07142857142857142, 'changed': 0.07142857142857142}",0.055124521255493164
8,this is as powerful a set of evidence as you ll ever find of why a matters and how it can resonate far beyond museum walls and through to the most painfully marginal lives,1,the film has the perfect of s best as a couple of ,1,1,0.9807692307692307,"['the film has a laundry exercise in camera that you ', 'the film has a laundry cast of human situation and ', 'the film has the perfect of s best films the characters ', 'the film has a laundry cast of war observation moments ', 'the film has a laundry cast of human comedy with the ']","['the film has a laundry exercise in camera work but ', 'the film has a laundry list of movie largely for the ', 'the movie has been readily dismissed as the pitch ', 'the film has a laundry list of movie experiences will ']","{'laundry': 0.2, 'cast': 0.15, 'human': 0.1, 'exercise': 0.05, 'camera': 0.05}","{'laundry': 0.23076923076923078, 'list': 0.15384615384615385, 'exercise': 0.07692307692307693, 'camera': 0.07692307692307693, 'work': 0.07692307692307693}",0.024916648864746094
9,pretty much sucks but has a funny moment or two,0,a very funny look at how it used to be <end> ,1,1,0.9859154929577465,"['the film is a primer on its own in town with sensitivity ', 'a movie that one of the best examples of a page to ', 'it s a very tasteful rock and roll movie you could ', 'a movie that rare into a man who can not always in ', 'the film is a primer on its own it s a rewarding balance ']","['the film s a gaudy bag of stale candy ever made a ', 'a thoughtful movie one of s best and in a way that ', 'the film is a primer on its own and fills its characters ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own director director ']","{'primer': 0.11764705882352941, 'town': 0.058823529411764705, 'sensitivity': 0.058823529411764705, 'one': 0.058823529411764705, 'best': 0.058823529411764705}","{'primer': 0.15789473684210525, 'fills': 0.10526315789473684, 'director': 0.10526315789473684, 'gaudy': 0.05263157894736842, 'bag': 0.05263157894736842}",0.03454422950744629
10,topkapi this is not,0,a wonderful character based comedy <end> ,1,1,0.9666666666666667,"['a film that one sight of every used to everyday movies ', 'the film is a primer on its own and director in america ', 'the film s a gaudy album of adolescent s complexity ', 'the film is a recycled plot and direction from drag ', 'the film is a solid action tale of a movie personal ']","['a film that will enthrall the whole thing of a icon ', 'a film that will do me feel like to women s presentation ', 'a movie that so tale about human after school his ', 'the film is a mediocre movie tale about a good time ', 'a movie that so fresh and thoroughly but unremarkable ']","{'one': 0.047619047619047616, 'sight': 0.047619047619047616, 'every': 0.047619047619047616, 'used': 0.047619047619047616, 'everyday': 0.047619047619047616}","{'tale': 0.1111111111111111, 'enthrall': 0.05555555555555555, 'whole': 0.05555555555555555, 'thing': 0.05555555555555555, 'icon': 0.05555555555555555}",0.09460592269897461
11,belongs to daniel day lewis as much as it belongs to main scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film,1,the film has the heavy handed that takes up with a ,1,1,1.0,"['the film has the heavy handed that takes up with a ', 'the film has the perfect characters are not to compromise ', 'the film is so of those films that is a kind of nostalgic ', 'the film has the heavy handed that takes up with a ', 'the film has been a huge fan of dickens in their underwritten ']","['the film has a laundry exercise in camera work but ', 'the film is so of those films try to be missing it ', 'the film has a contrivance as aificial as the film ', 'the film is so many of the time it s so bad that s ']","{'heavy': 0.125, 'handed': 0.125, 'takes': 0.125, 'perfect': 0.0625, 'characters': 0.0625}","{'laundry': 0.08333333333333333, 'exercise': 0.08333333333333333, 'camera': 0.08333333333333333, 'work': 0.08333333333333333, 'films': 0.08333333333333333}",0.026405811309814453
12,disney s live action division has a history of releasing cinematic flotsam but this is one occasion when they have uneahed a rare gem,1,the film is a primer on its own it s a of healthy ,1,1,1.0,"['the film is a primer on the beach with humor and humor ', 'the film is so of those who try to look at but it ', 'the film is so consistently that the impoance of human ', 'the film has a laundry exercise in camera and that ', 'the film is so of the best films of the year with ']","['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own hollywood director ', 'the film is too many or even through the movie s mid ', 'the film has a contrivance as aificial as the exalted ', 'the film is too many out of these or historical moments ']","{'humor': 0.13333333333333333, 'primer': 0.06666666666666667, 'beach': 0.06666666666666667, 'try': 0.06666666666666667, 'look': 0.06666666666666667}","{'primer': 0.14285714285714285, 'many': 0.14285714285714285, 'sentence': 0.07142857142857142, 'hollywood': 0.07142857142857142, 'director': 0.07142857142857142}",0.02972412109375
13,innocuous enough to make even jean claude van damme look good,0,a very funny look at how it used to be <end> ,1,1,0.9848484848484849,"['a movie that so of the highest and the most feeling ', 'the film is a primer on its own it s a of above the ', 'a movie that so lovingly and present the one of screen ', 'the film is so of the best films of the year with ', 'a movie that one would be an intelligent and a movie ']","['the film is a primer on its own his director in its ', 'a movie that one would have been seen in advance or ', 'the film is a primer on its own and director in u ', 'the film is a primer on its own and fills his director ', 'the film is so of the 70s or film that makes it move ']","{'one': 0.15384615384615385, 'highest': 0.07692307692307693, 'feeling': 0.07692307692307693, 'primer': 0.07692307692307693, 'lovingly': 0.07692307692307693}","{'primer': 0.2, 'director': 0.2, 'one': 0.06666666666666667, 'would': 0.06666666666666667, 'seen': 0.06666666666666667}",0.03329753875732422
14,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,1,the film has the perfect characters are not much of ,1,1,0.9787234042553191,"['the film has the heavy handed that takes up with a ', 'the film is too many out to crush the same ride that ', 'the film has a laundry exercise in camera and that ', 'the film has a laundry exercise in camera with and ', 'the film has the perfect characters are not much of ']","['the film has a laundry list of movie largely for the ', 'the film has the perfect characters are too much but ', 'the film is so many of the time it s altman esque ', 'the film is too many out to crush the same movie in ', 'the film has all the rules of lurid melodrama but ']","{'laundry': 0.13333333333333333, 'exercise': 0.13333333333333333, 'camera': 0.13333333333333333, 'heavy': 0.06666666666666667, 'handed': 0.06666666666666667}","{'many': 0.13333333333333333, 'laundry': 0.06666666666666667, 'list': 0.06666666666666667, 'largely': 0.06666666666666667, 'perfect': 0.06666666666666667}",0.02729058265686035
15,merely and literally tosses around sex toys and offers half heaed paeans to empowerment that are repeatedly undercut by the brutality of the jokes most at women s expense,0,the film is a contrivance as aificial as the film ,0,0,1.0,"['the film is too many or even through the movie s of ', 'the film has the perfect characters are too much but ', 'the film is so many of the time it s so bad that it ', 'the film is a contrivance as aificial as the film ', 'the film is so of those films try to be worrying about ']","['the film has the perfect characters are not to compromise ', 'the film has the perfect characters are not to lend ', 'the film is a primer on the beach with humor and american ', 'the film is so of those films which is a brand of ']","{'many': 0.15384615384615385, 'even': 0.07692307692307693, 'perfect': 0.07692307692307693, 'characters': 0.07692307692307693, 'much': 0.07692307692307693}","{'perfect': 0.16666666666666666, 'characters': 0.16666666666666666, 'compromise': 0.08333333333333333, 'lend': 0.08333333333333333, 'primer': 0.08333333333333333}",0.02472996711730957
16,ranges from laugh out loud hilarious to wonder what time it is tedious,1,the film s visceral and predictable above with a of ,1,1,0.9824561403508771,"['a movie that one of the best films of the situation ', 'a movie that one of the best films of the year with ', 'it s a very tasteful to look at the most were what ', 'the film s visceral and predictable above with a of ', 'a movie that so of the best films like a confidence ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is so heavy handed that doesn t get an interest ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own it s a of healthy ']","{'best': 0.1875, 'films': 0.1875, 'one': 0.125, 'situation': 0.0625, 'year': 0.0625}","{'primer': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705, 'candy': 0.058823529411764705}",0.032479286193847656
17,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1,the film is a primer on its own it s a of healthy ,1,1,1.0,"['the film is a primer on the rules of popularity of ', 'the film is so of those who try to look away from ', 'the film has the heavy handed that takes up through ', 'the film is so of those films that is a kind of nostalgic ', 'the film is so of the best films of the year with ']","['the film is a primer on sentence of the film a movie ', 'the film has a contrivance as aificial as the film ', 'the film is so many of the time it s so bad that s ', 'the film is a primer on its own hollywood director ']","{'films': 0.13333333333333333, 'primer': 0.06666666666666667, 'rules': 0.06666666666666667, 'popularity': 0.06666666666666667, 'try': 0.06666666666666667}","{'primer': 0.2, 'sentence': 0.1, 'contrivance': 0.1, 'aificial': 0.1, 'many': 0.1}",0.02904963493347168
18,it s funny as the old saying goes because it s true,1,a very funny look at how it used to be <end> ,1,1,1.0,"['the film is a primer on its own and director in years ', 'the film is a primer on its own in town with sensitivity ', 'the film is a primer on its own it s a of healthy ', 'a thoughtful movie one of s best and in a performance ', 'the film s so uninspiring that even a of above the ']","['the film is a primer on its own and director in u ', 'the film is a primer on its own it feels like a lot ', 'a movie that so of the highest and the of povey to ', 'the film is a primer on its own it fills a good movie ']","{'primer': 0.21428571428571427, 'director': 0.07142857142857142, 'years': 0.07142857142857142, 'town': 0.07142857142857142, 'sensitivity': 0.07142857142857142}","{'primer': 0.25, 'director': 0.08333333333333333, 'u': 0.08333333333333333, 'feels': 0.08333333333333333, 'like': 0.08333333333333333}",0.0284421443939209
19,nohe has made a decent intro documentary but he feels like a spectator and not a paicipant,0,the film s visceral and predictable realism with a ,1,1,0.9583333333333334,"['a movie that one of the best examples of a page to ', 'it s a very tasteful rock and roll movie you can imagine ', 'the film is so of the reassuring manner of a good ', 'a movie that rare into the reunion of s a performance ', 'a movie that one of the best films of the year with ']","['the film is a primer on its own and fills his film ', 'the film is a primer on its observation and fills ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own and director michael ', 'the film has a contrivance as aificial as the film ']","{'one': 0.1111111111111111, 'best': 0.1111111111111111, 'examples': 0.05555555555555555, 'page': 0.05555555555555555, 'tasteful': 0.05555555555555555}","{'primer': 0.3333333333333333, 'fills': 0.16666666666666666, 'observation': 0.08333333333333333, 'sentence': 0.08333333333333333, 'director': 0.08333333333333333}",0.02372598648071289
20,kinnear gives a tremendous performance,1,a wonderful character based comedy <end> ,1,1,0.9785714285714285,"['a fascinating movie that s neither ararat is fiercely ', 'the film s so uninspiring that could a giant ability ', 'the film is a recycled and unsentimental look at the ', 'the film is a searing album of the most of a chick ', 'the film is a solid action thriller that is a pleasant ']","['the film s what is so of and all too many <end> ', 'the film is a primer on its own his director in its ', 'the film s so predictable and just plain detailed ', 'a movie that so tale about being it s not bad and ', 'a movie that so of the energy in a of healthy tv s ']","{'fascinating': 0.05555555555555555, 'neither': 0.05555555555555555, 'ararat': 0.05555555555555555, 'fiercely': 0.05555555555555555, 'uninspiring': 0.05555555555555555}","{'many': 0.09090909090909091, 'primer': 0.09090909090909091, 'director': 0.09090909090909091, 'predictable': 0.09090909090909091, 'plain': 0.09090909090909091}",0.07621097564697266
21,a knowing look at female friendship spiked with raw urban humor,1,a very funny look at how it used to be <end> ,1,1,0.9538461538461539,"['a tour de force drama about a few pivotal cinema territory ', 'the film is a primer on its own and director in its ', 'a movie that rare into a man who can not always in ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own and director in years ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own it fills a film above ', 'the film is a primer on its own hollywood director ', 'the film is so of the 70s or film in which it s performance ']","{'primer': 0.16666666666666666, 'director': 0.1111111111111111, 'tour': 0.05555555555555555, 'de': 0.05555555555555555, 'force': 0.05555555555555555}","{'primer': 0.15384615384615385, 'gaudy': 0.07692307692307693, 'bag': 0.07692307692307693, 'stale': 0.07692307692307693, 'candy': 0.07692307692307693}",0.027991771697998047
22,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0,the film s visceral and predictable tale of a man ,1,1,0.9803921568627451,"['a movie that rare into a man who can t seen it s not ', 'it s a very tasteful rock and roll movie you could ', 'the film is so of the 70s most of the film s with ', 'a movie that one of the best films of the year the ', 'the film has a number of themes a complex on a good ']","['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own and fills his film ', 'the film is so many of its own in reality tv and his ', 'the film is too many or even through the movie s of ', 'the film is so of the 70s or film in which it s performance ']","{'rare': 0.0625, 'man': 0.0625, 'seen': 0.0625, 'tasteful': 0.0625, 'rock': 0.0625}","{'primer': 0.15384615384615385, 'many': 0.15384615384615385, 'feels': 0.07692307692307693, 'like': 0.07692307692307693, 'lot': 0.07692307692307693}",0.03416895866394043
23,from its invitingly upbeat oveure to its pathos filled but ultimately life affirming finale main is a masterfully conducted work,1,the film is a primer on its own in town with sensitivity ,1,1,0.9444444444444444,"['the film is so of those who try to look at but it ', 'the film is so many that its through the film s mid ', 'the film has a laundry exercise in camera and that ', 'the film is so of those who try to look away from ', 'the film is so many of its own in reality tv in which ']","['the film is a primer on its own it fills a good movie ', 'the film is too many out of these or historical moments ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on its own animated tv director ']","{'try': 0.15384615384615385, 'look': 0.15384615384615385, 'many': 0.15384615384615385, 'mid': 0.07692307692307693, 'laundry': 0.07692307692307693}","{'primer': 0.15384615384615385, 'many': 0.15384615384615385, 'tv': 0.15384615384615385, 'fills': 0.07692307692307693, 'good': 0.07692307692307693}",0.025402307510375977
